,거래소코드,회계년도,종가,상장주식수,시가총액
1074,017180,2019/12,4875,24540000,119632500000
1074,028300,2013/12,2380,24760253,58929402140
1074,053260,2011/12,2645,18720000,49514400000
1074,068290,2018/12,11100,10000000,111000000000
1074,084730,2016/12,11250,9860378,110929252500
1074,099320,2014/12,19350,3659990,70820806500
1074,108380,2017/12,12250,9567333,117199829250
1074,191420,2015/12,27000,3702857,99977139000
1074,267850,2021/12,18100,11100000,200910000000
1075,005860,2016/12,2815,39403685,110921373275
1075,007110,2015/12,1290,77456610,99919026900
1075,014100,2018/12,9400,11800000,110920000000
1075,014470,2020/12,2745,60052260,164843453700
1075,027710,2017/12,1325,88347431,117060346075
1075,041460,2012/12,2495,21459249,53540826255
1075,057680,2021/12,4225,47518943,200767534175
1075,065060,2019/12,1220,98008044,119569813680
1075,080220,2014/12,3020,23428725,70754749500
1075,102120,2011/12,2835,17459653,49498116255
1075,149940,2013/12,6000,9816000,58896000000
1076,000850,2016/12,50400,2200000,110880000000
1076,001560,2012/12,5350,10000000,53500000000
1076,012800,2015/12,1090,91140499,99343143910
1076,019550,2018/12,683,162066575,110691470725
1076,037340,2013/12,1395,42161080,58814706600
1076,039850,2011/12,1430,34610048,49492368640
1076,045660,2014/12,5200,13600000,70720000000
1076,078000,2017/12,12050,9702706,116917607300
1076,151860,2019/12,3320,36000000,119520000000
1076,269620,2020/12,2215,74356685,164700057275
1076,356860,2021/12,40700,4916315,200094020500
1077,002310,2011/12,8180,6041660,49420778800
1077,009300,2014/12,11100,6370000,70707000000
1077,017550,2020/12,3050,53985163,164654747150
1077,025750,2018/12,1370,80565149,110374254130
1077,033110,2019/12,953,125172391,119289288623
1077,037400,2012/12,2245,23814000,53462430000
1077,051780,2015/12,2695,36799828,99175536460
1077,064290,2013/12,6320,9287333,58695944560
1077,067570,2016/12,3860,28722222,110867776920
1077,104540,2017/12,11750,9937153,116761547750
1077,244920,2021/12,8850,22607693,200078083050
1078,009440,2011/12,2200,22434980,49356956000
1078,023350,2012/12,4880,10950000,53436000000
1078,067990,2015/12,3775,26263308,99143987700
1078,074130,2013/12,3105,18830000,58467150000
1078,094850,2018/12,7880,14000000,110320000000
1078,127120,2014/12,13800,5085194,70175677200
1078,134780,2017/12,4855,24039448,116711520040
1078,176440,2020/12,1920,85739345,164619542400
1078,233990,2016/12,8240,13440000,110745600000
1078,270870,2021/12,21950,9113224,200035266800
1078,900250,2019/12,1755,67783852,118960660260
1079,003830,2019/12,89500,1328000,118856000000
1079,009440,2017/12,5200,22434980,116661896000
1079,021040,2012/12,1065,50112826,53370159690
1079,027740,2011/12,1050,47001070,49351123500
1079,032560,2014/12,5000,14000000,70000000000
1079,037460,2021/12,12250,16318522,199901894500
1079,049470,2015/12,1265,78170371,98885519315
1079,058400,2018/12,833,132429720,110313956760
1079,083930,2020/12,10650,15412798,164146298700
1079,138690,2013/12,7880,7415298,58432548240
1079,225330,2016/12,26200,4226182,110725968400
1080,001750,2021/12,15700,12728534,199837983800
1080,006890,2020/12,14150,11600000,164140000000
1080,010660,2013/12,26550,2200000,58410000000
1080,011320,2019/12,6150,19320695,118822274250
1080,037270,2017/12,2000,58170704,116341408000
1080,049480,2015/12,3145,31422383,98823394535
1080,050120,2011/12,2120,23243905,49277078600
1080,060560,2018/12,1300,84850378,110305491400
1080,065130,2016/12,6920,15976257,110555698440
1080,073490,2014/12,11650,6002500,69929125000
1080,099440,2012/12,3600,14815960,53337456000
1081,007330,2015/12,6550,15082800,98792340000
1081,009070,2013/12,19450,3000000,58350000000
1081,028100,2016/12,9600,11500000,110400000000
1081,033200,2012/12,3720,14331185,53312008200
1081,040420,2019/12,7570,15677552,118679068640
1081,042600,2020/12,13200,12423574,163991176800
1081,043200,2017/12,3915,29665328,116139759120
1081,045970,2014/12,5280,13222429,69814425120
1081,063570,2011/12,1895,26000000,49270000000
1081,109740,2021/12,7390,27024910,199714084900
1081,270870,2018/12,12200,9032224,110193132800
1082,000950,2011/12,29300,1680000,49224000000
1082,003160,2018/12,3495,31496785,110081263575
1082,005710,2019/12,5920,20037600,118622592000
1082,025530,2014/12,4660,14934008,69592477280
1082,032860,2013/12,929,62778577,58321298033
1082,039830,2017/12,10750,10762890,115701067500
1082,039860,2021/12,7450,26800627,199664671150
1082,047400,2020/12,3900,42000000,163800000000
1082,058400,2015/12,7450,13242972,98660141400
1082,065770,2012/12,4440,12000000,53280000000
1082,093240,2016/12,6190,17831138,110374744220
1083,022220,2018/12,2125,51794579,110063480375
1083,032560,2013/12,4160,14000000,58240000000
1083,043290,2012/12,8290,6426140,53272700600
1083,060570,2011/12,1900,25835579,49087600100
1083,071460,2016/12,4575,24111530,110310249750
1083,087260,2020/12,5040,32462446,163610727840
1083,096240,2014/12,11200,6213550,69591760000
1083,101140,2019/12,2985,39661591,118389849135
1083,104200,2017/12,7800,14827550,115654890000
1083,109820,2021/12,9780,20393640,199449799200
1083,129260,2015/12,3315,29742762,98597256030
1084,007800,2011/12,2150,22802040,49024386000
1084,008250,2018/12,10250,10715768,109836622000
1084,009155,2015/12,33900,2906984,98546757600
1084,009200,2016/12,2650,41609310,110264671500
1084,035150,2021/12,8230,24200000,199166000000
1084,069110,2019/12,6330,18697161,118353029130
1084,090730,2014/12,5340,13000000,69420000000
1084,112240,2012/12,3230,16464195,53179349850
1084,137940,2013/12,7140,8149344,58186316160
1084,156100,2017/12,11650,9926362,115642117300
1084,196490,2020/12,7130,22875866,163104924580
1085,001020,2011/12,480,102045160,48981676800
1085,005320,2020/12,4200,38813146,163015213200
1085,006140,2014/12,6940,10000000,69400000000
1085,027970,2012/12,1225,43376911,53136715975
1085,032560,2018/12,7840,14000000,109760000000
1085,052420,2015/12,795,123955580,98544686100
1085,080220,2019/12,4130,28632514,118252282820
1085,083450,2017/12,12350,9317745,115074150750
1085,111820,2013/12,9880,5839750,57696730000
1085,137950,2016/12,5690,19343000,110061670000
1085,290090,2021/12,27200,7269398,197727625600
1086,001810,2013/12,2605,22137500,57668187500
1086,002600,2015/12,164000,600000,98400000000
1086,025440,2016/12,1110,99112148,110014484280
1086,038460,2020/12,8100,20087800,162711180000
1086,039420,2011/12,2020,24154730,48792554600
1086,051390,2012/12,4675,11355368,53086345400
1086,083640,2019/12,1490,79345898,118225388020
1086,153490,2014/12,2160,32000000,69120000000
1086,204840,2017/12,3620,31718713,114821741060
1086,208340,2021/12,7700,25678786,197726652200
1086,260970,2018/12,361300,303642,109705854600
1087,007330,2019/12,7830,15082800,118098324000
1087,010660,2014/12,31300,2200000,68860000000
1087,016590,2015/12,25400,3869237,98278619800
1087,025750,2017/12,1420,80565149,114402511580
1087,032560,2012/12,3790,14000000,53060000000
1087,033130,2016/12,2960,37115267,109861190320
1087,045970,2011/12,3690,13222429,48790763010
1087,053350,2018/12,5540,19790916,109641674640
1087,078590,2021/12,2380,83006958,197556560040
1087,126880,2013/12,7200,8000000,57600000000
1087,312610,2020/12,16050,10128444,162561526200
1088,002600,2016/12,183000,600000,109800000000
1088,002600,2018/12,182500,600000,109500000000
1088,010960,2017/12,4570,25000000,114250000000
1088,024740,2011/12,3705,13152000,48728160000
1088,044340,2012/12,4125,12854400,53024400000
1088,053300,2019/12,3785,31165000,117959525000
1088,060590,2020/12,7710,21045926,162264089460
1088,068330,2021/12,4465,44216140,197425065100
1088,088910,2015/12,4295,22860000,98183700000
1088,091590,2013/12,4890,11740000,57408600000
1088,092220,2014/12,1165,59047384,68790202360
1089,006220,2021/12,6130,32128774,196949384620
1089,014580,2012/12,19200,2758310,52959552000
1089,014970,2016/12,7220,15125000,109202500000
1089,027040,2013/12,947,60541638,57332931186
1089,036800,2011/12,4850,10000000,48500000000
1089,060590,2019/12,6100,19310522,117794184200
1089,078780,2015/12,13150,7448265,97944684750
1089,095500,2017/12,4900,23289533,114118711700
1089,119650,2014/12,6870,10000000,68700000000
1089,130580,2018/12,7110,15400000,109494000000
1089,194480,2020/12,14450,11204370,161903146500
1090,000490,2020/12,6820,23728210,161826392200
1090,004910,2012/12,4135,12800000,52928000000
1090,006125,2017/12,40500,2817125,114093562500
1090,011320,2011/12,2510,19320695,48494944450
1090,014200,2019/12,2225,52922234,117751970650
1090,033110,2016/12,3330,32760277,109091722410
1090,063570,2014/12,2640,26015009,68679623760
1090,083660,2015/12,7010,13961033,97866841330
1090,092600,2018/12,8140,13447500,109462650000
1090,139200,2013/12,4290,13339907,57228201030
1090,259630,2021/12,17150,11483315,196938852250
1091,003080,2013/12,28500,2002000,57057000000
1091,007540,2019/12,40750,2875800,117188850000
1091,009160,2020/12,2470,65429516,161610904520
1091,017550,2016/12,2015,53985163,108780103445
1091,021880,2011/12,788,61495085,48458126980
1091,040420,2018/12,6980,15677552,109429312960
1091,061970,2014/12,1565,43784592,68522886480
1091,073640,2012/12,2940,18000000,52920000000
1091,100840,2017/12,16100,7084612,114062253200
1091,125210,2021/12,11900,16496790,196311801000
1091,159910,2015/12,1725,56498536,97459974600
1092,002800,2017/12,7500,15170500,113778750000
1092,003120,2021/12,73800,2660000,196308000000
1092,012200,2018/12,3350,32600000,109210000000
1092,031510,2012/12,2035,26000000,52910000000
1092,041930,2020/12,10200,15800000,161160000000
1092,058630,2015/12,5100,19107750,97449525000
1092,066980,2013/12,1465,38897404,56984696860
1092,067170,2014/12,5990,11428214,68455001860
1092,077500,2011/12,3690,13100483,48340782270
1092,131370,2016/12,2040,53267083,108664849320
1092,226340,2019/12,3810,30699596,116965460760
1093,004540,2020/12,4310,37240693,160507386830
1093,014710,2018/12,6340,17218543,109165562620
1093,014790,2019/12,3000,38874942,116624826000
1093,039440,2014/12,5690,12030670,68454512300
1093,040160,2016/12,9000,12055535,108499815000
1093,046070,2013/12,2285,24887872,56868787520
1093,065170,2011/12,1865,25912692,48327170580
1093,068930,2012/12,2450,21521359,52727329550
1093,071970,2017/12,4605,24665351,113583941355
1093,099440,2015/12,4440,21899580,97234135200
1093,229500,2021/12,21900,8962867,196286787300
1094,004310,2014/12,2440,28000000,68320000000
1094,006910,2017/12,2475,45854719,113490429525
1094,010170,2013/12,1210,46962073,56824108330
1094,015890,2021/12,6700,29228750,195832625000
1094,035620,2019/12,1650,70612278,116510258700
1094,073560,2018/12,1575,69237643,109049287725
1094,081000,2015/12,8580,11277975,96765025500
1094,083450,2020/12,17200,9317745,160265214000
1094,095610,2012/12,5490,9600240,52705317600
1094,096775,2016/12,86900,1248426,108488219400
1094,900070,2011/12,1430,33777352,48301613360
1095,006060,2011/12,8730,5532000,48294360000
1095,010660,2012/12,23950,2200000,52690000000
1095,012030,2020/12,796,201173933,160134450668
1095,019550,2019/12,718,162066575,116363800850
1095,021080,2016/12,2260,48000000,108480000000
1095,036210,2013/12,2645,21405999,56618867355
1095,036630,2014/12,341,200326126,68311208966
1095,046120,2018/12,4565,23790573,108603965745
1095,096240,2017/12,16100,7038789,113324502900
1095,207760,2015/12,4270,22660954,96762273580
1095,300120,2021/12,18550,10554156,195779593800
1096,001250,2020/12,1940,82533764,160115502160
1096,014580,2014/12,24700,2758310,68130257000
1096,022220,2012/12,1800,29233340,52620012000
1096,050540,2011/12,2380,20286141,48281015580
1096,083930,2021/12,12700,15412798,195742534600
1096,093320,2013/12,11600,4865000,56434000000
1096,118990,2018/12,3985,27250545,108593421825
1096,142280,2017/12,11850,9560000,113286000000
1096,160980,2019/12,11000,10576294,116339234000
1096,180400,2016/12,46550,2329649,108445160950
1096,214330,2015/12,9900,9765000,96673500000
1097,012170,2017/12,722,156719712,113151632064
1097,023960,2020/12,6400,25016587,160106156800
1097,025320,2016/12,1685,64331971,108399371135
1097,045260,2011/12,980,49263998,48278718040
1097,050110,2015/12,2230,43287874,96531959020
1097,057500,2013/12,1465,38515702,56425503430
1097,063160,2018/12,20750,5229489,108511896750
1097,067900,2021/12,10750,18199659,195646334250
1097,084650,2014/12,17150,3966276,68021633400
1097,111110,2019/12,14500,8000000,116000000000
1097,126600,2012/12,6010,8700000,52287000000
1098,000230,2020/12,13850,11540400,159834540000
1098,001250,2021/12,2370,82533764,195605020680
1098,039340,2011/12,2095,23000000,48185000000
1098,063170,2012/12,3080,16917500,52105900000
1098,066430,2019/12,8360,13872632,115975203520
1098,079940,2015/12,7130,13535684,96509426920
1098,094480,2018/12,2765,39229838,108470502070
1098,103130,2016/12,4735,22889719,108382819465
1098,107590,2017/12,48500,2331774,113091039000
1098,126640,2013/12,1565,35943887,56252183155
1098,128820,2014/12,2375,28615688,67962259000
1099,001470,2011/12,6000,8002687,48016122000
1099,014440,2015/12,4820,20000000,96400000000
1099,033110,2012/12,2500,20833863,52084657500
1099,046140,2019/12,5400,21463555,115903197000
1099,052790,2018/12,9500,11330638,107641061000
1099,057030,2014/12,4145,16312697,67616129065
1099,060900,2020/12,1040,153287035,159418516400
1099,063170,2013/12,3325,16917500,56250687500
1099,064520,2016/12,1670,64877236,108344984120
1099,080220,2017/12,4400,25651880,112868272000
1099,232680,2021/12,39550,4935705,195207132750
1100,005710,2018/12,5370,20037600,107601912000
1100,006125,2015/12,34100,2817125,96063962500
1100,008970,2016/12,1265,85584047,108263819455
1100,033170,2017/12,1315,85728319,112732739485
1100,035620,2014/12,1140,59286016,67586058240
1100,050120,2013/12,1540,36493326,56199722040
1100,061040,2021/12,6080,32089259,195102694720
1100,064290,2011/12,5270,9105333,47985104910
1100,200780,2019/12,14450,8008318,115720195100
1100,256630,2020/12,2790,56721562,158253157980
1100,900010,2012/12,865,60190178,52064503970
1101,004650,2019/12,12550,9190885,115345606750
1101,004780,2016/12,6790,15903199,107982721210
1101,009300,2015/12,15050,6370000,95868500000
1101,020710,2014/12,3355,20047970,67260939350
1101,025850,2013/12,14750,3800000,56050000000
1101,036210,2012/12,485,107029997,51909548545
1101,069510,2018/12,9840,10910000,107354400000
1101,084670,2011/12,18050,2652000,47868600000
1101,239340,2020/12,5880,26881862,158065348560
1101,265560,2021/12,18250,10690180,195095785000
1101,900080,2017/12,976,115239670,112473917920
1102,001470,2018/12,4325,24803131,107273541575
1102,004450,2015/12,44400,2154379,95654427600
1102,011500,2012/12,3315,15637042,51836794230
1102,019440,2019/12,13450,8570000,115266500000
1102,025560,2014/12,151,445071989,67205870339
1102,042040,2017/12,1625,69209176,112464911000
1102,060370,2016/12,4930,21900000,107967000000
1102,069730,2011/12,3320,14400000,47808000000
1102,131390,2013/12,7850,7140000,56049000000
1102,251630,2020/12,10500,15050580,158031090000
1102,33626K,2021/12,14500,13364200,193780900000
1103,003960,2016/12,18100,5960575,107886407500
1103,005860,2011/12,1495,31930685,47736374075
1103,006340,2012/12,761,68107171,51829557131
1103,006340,2018/12,1575,68107171,107268794325
1103,006805,2013/12,3980,14075750,56021485000
1103,036010,2017/12,8450,13292934,112325292300
1103,060560,2019/12,1350,85113017,114902572950
1103,064820,2020/12,5170,30542984,157907227280
1103,068290,2014/12,6720,10000000,67200000000
1103,189330,2021/12,32150,6027284,193777180600
1103,216400,2015/12,14000,6821676,95503464000
1104,006910,2013/12,1820,30742050,55950531000
1104,012790,2016/12,13650,7900000,107835000000
1104,015710,2019/12,6550,17530500,114824775000
1104,017040,2017/12,2590,43337615,112244422850
1104,019660,2018/12,3830,28001047,107244010010
1104,052860,2012/12,3735,13784066,51483486510
1104,060310,2015/12,2335,40892268,95483445780
1104,062860,2014/12,6830,9829817,67137650110
1104,134780,2011/12,3945,12100000,47734500000
1104,308170,2021/12,22500,8610000,193725000000
1104,352940,2020/12,15650,10084400,157820860000
1105,010690,2019/12,3270,34920410,114189740700
1105,011090,2017/12,1870,59991641,112184368670
1105,011300,2011/12,835,56857860,47476313100
1105,011420,2015/12,3455,27549644,95184020020
1105,017180,2012/12,3015,17000000,51255000000
1105,017510,2018/12,7030,15246000,107179380000
1105,030350,2016/12,7300,14762103,107763351900
1105,032040,2013/12,3180,17561591,55845859380
1105,036120,2020/12,4435,35500000,157442500000
1105,087220,2014/12,4585,14600000,66941000000
1105,303530,2021/12,26500,7302549,193517548500
1106,001290,2012/12,1050,48737067,51173920350
1106,002300,2017/12,22400,5004949,112110857600
1106,011720,2014/12,2600,25741916,66928981600
1106,020180,2016/12,2800,38428915,107600962000
1106,080520,2015/12,8100,11746609,95147532900
1106,096630,2018/12,1640,65265724,107035787360
1106,119860,2013/12,8460,6600000,55836000000
1106,120030,2011/12,37700,1257651,47413442700
1106,130660,2019/12,3500,32600000,114100000000
1106,214420,2020/12,8920,17640000,157348800000
1106,257720,2021/12,19300,10024764,193477945200
1107,004270,2019/12,3150,36212160,114068304000
1107,007280,2011/12,47350,1000000,47350000000
1107,008040,2016/12,1650,65180349,107547575850
1107,009070,2015/12,3170,30000000,95100000000
1107,023900,2021/12,15350,12600000,193410000000
1107,045890,2013/12,2180,25482194,55551182920
1107,052420,2018/12,2150,49717899,106893482850
1107,063160,2017/12,21350,5229489,111649590150
1107,093320,2014/12,13700,4865000,66650500000
1107,100250,2020/12,2815,55895292,157345246980
1107,119860,2012/12,7750,6600000,51150000000
1108,000250,2011/12,2360,20000000,47200000000
1108,000800,2013/12,3515,15803128,55547994920
1108,004450,2017/12,51800,2154379,111596832200
1108,012860,2015/12,3520,27000000,95040000000
1108,036710,2021/12,4755,40663579,193355318145
1108,050890,2016/12,3415,31475406,107488511490
1108,065150,2018/12,1315,80808407,106263055205
1108,086040,2012/12,4555,11219623,51105382765
1108,102210,2014/12,6700,9943000,66618100000
1108,127120,2020/12,9590,16393692,157215506280
1108,338100,2019/12,6090,18660000,113639400000
1109,004140,2021/12,4025,47971766,193086358150
1109,007110,2016/12,1385,77456610,107277404850
1109,013520,2020/12,2265,69044875,156386641875
1109,019550,2015/12,585,162066575,94808946375
1109,036090,2017/12,1560,71340863,111291746280
1109,045970,2013/12,4200,13222429,55534201800
1109,058850,2018/12,2485,42685000,106072225000
1109,065270,2014/12,5370,12396712,66570343440
1109,072470,2012/12,3560,14348961,51082301160
1109,090540,2011/12,5120,9200000,47104000000
1109,290550,2019/12,13800,8231333,113592395400
1110,003080,2012/12,25500,2002000,51051000000
1110,016670,2014/12,1665,39955451,66525825915
1110,018700,2021/12,6150,31376241,192963882150
1110,024890,2016/12,2600,41249152,107247795200
1110,025820,2011/12,1400,33442000,46818800000
1110,046140,2018/12,4940,21463555,106029961700
1110,069460,2013/12,2045,27134839,55490745755
1110,078070,2017/12,6920,16076045,111246231400
1110,084670,2015/12,35700,2652000,94676400000
1110,086080,2020/12,4745,32931086,156258003070
1110,096630,2019/12,1740,65265724,113562359760
1111,002360,2019/12,1020,111133730,113356404600
1111,004200,2015/12,4730,20000000,94600000000
1111,007160,2020/12,31200,5000000,156000000000
1111,009070,2011/12,15600,3000000,46800000000
1111,033320,2014/12,3470,19114432,66327079040
1111,041460,2013/12,2585,21459249,55472158665
1111,053610,2016/12,11400,9398906,107147528400
1111,053980,2017/12,6260,17747882,111101741320
1111,068790,2018/12,4590,23032487,105719115330
1111,074430,2021/12,2195,87826844,192779922580
1111,128660,2012/12,2350,21722658,51048246300
1112,000180,2020/12,2235,69751600,155894826000
1112,002600,2013/12,92400,600000,55440000000
1112,008260,2014/12,2330,28426850,66234560500
1112,023450,2011/12,36400,1278323,46530957200
1112,026180,2018/12,1770,59537195,105380835150
1112,036010,2012/12,4370,11681000,51045970000
1112,048870,2017/12,2010,55247373,111047219730
1112,049080,2015/12,5340,17704421,94541608140
1112,094170,2019/12,7500,15100900,113256750000
1112,277880,2021/12,10400,18534230,192755992000
1112,900070,2016/12,2005,53407947,107082933735
1113,000157,2013/12,56100,985685,55296928500
1113,049520,2019/12,5190,21784936,113063817840
1113,056700,2016/12,3675,29135091,107071459425
1113,065130,2014/12,4425,14863780,65772226500
1113,073010,2011/12,4920,9444037,46464662040
1113,073110,2015/12,10550,8895755,93850215250
1113,086080,2018/12,6860,15346481,105276859660
1113,090470,2012/12,5440,9379842,51026340480
1113,094970,2017/12,6590,16748240,110370901600
1113,239610,2021/12,35700,5392115,192498505500
1113,290690,2020/12,19100,8158160,155820856000
1114,006570,2014/12,4310,15225000,65619750000
1114,010170,2021/12,2610,73741625,192465641250
1114,016740,2017/12,6040,18235986,110145355440
1114,040160,2013/12,4580,12055535,55214350300
1114,047770,2018/12,2780,37842602,105202433560
1114,056700,2019/12,3880,29135091,113044153080
1114,065690,2012/12,4360,11700000,51012000000
1114,067570,2015/12,3260,28722222,93634443720
1114,122290,2011/12,9380,4940000,46337200000
1114,130660,2020/12,4765,32600000,155339000000
1114,143160,2016/12,9980,10716390,106949572200
1115,005010,2016/12,15400,6918617,106546701800
1115,005160,2021/12,3545,54244482,192296688690
1115,008350,2017/12,990,110179090,109077299100
1115,027830,2015/12,2340,40000000,93600000000
1115,032820,2011/12,881,52511942,46263020902
1115,037330,2014/12,1835,35603146,65331772910
1115,065950,2020/12,5500,28231302,155272161000
1115,066350,2013/12,5290,10430720,55178508800
1115,066620,2012/12,6800,7500000,51000000000
1115,144620,2019/12,1640,68658635,112600161400
1115,224060,2018/12,743,141563497,105181678271
1116,001750,2015/12,7340,12728534,93427439560
1116,002600,2011/12,77100,600000,46260000000
1116,003555,2021/12,63600,3021620,192175032000
1116,005560,2013/12,4845,11378640,55129510800
1116,006380,2020/12,3880,40000000,155200000000
1116,033430,2014/12,556,117502708,65331505648
1116,036800,2012/12,5100,10000000,51000000000
1116,046070,2017/12,2790,39064256,108989274240
1116,056080,2019/12,3000,37512152,112536456000
1116,103230,2018/12,14550,7200000,104760000000
1116,122350,2016/12,3455,30827256,106508169480
1117,005305,2013/12,459000,120000,55080000000
1117,010280,2012/12,1260,40464034,50984682840
1117,018500,2011/12,1725,26800000,46230000000
1117,042370,2017/12,4875,22353873,108975130875
1117,053700,2018/12,7300,14326731,104585136300
1117,061250,2015/12,6470,14410958,93238898260
1117,068150,2014/12,1310,49858969,65315249390
1117,138360,2020/12,4480,34611984,155061688320
1117,170920,2016/12,14150,7519943,106407193450
1117,288620,2021/12,27900,6874316,191793416400
1117,290720,2019/12,16500,6806034,112299561000
1118,004080,2015/12,9700,9600000,93120000000
1118,008250,2016/12,11350,9373525,106389508750
1118,010955,2020/12,38550,4021927,155045285850
1118,016090,2012/12,1125,45282310,50942598750
1118,036180,2018/12,5940,17600341,104546025540
1118,063170,2011/12,2725,16899000,46049775000
1118,065130,2017/12,6810,15976257,108798310170
1118,103590,2019/12,3025,37080390,112168179750
1118,115450,2014/12,3450,18921484,65279119800
1118,123750,2013/12,4980,11015183,54855611340
1118,256630,2021/12,3325,57663572,191731376900
1119,000215,2015/12,24500,3800000,93100000000
1119,002460,2020/12,12450,12450800,155012460000
1119,003610,2018/12,24700,4231409,104515802300
1119,006380,2021/12,4790,40000000,191600000000
1119,011785,2017/12,35950,3023486,108694321700
1119,016600,2012/12,638,79833370,50933690060
1119,025560,2019/12,133,843218400,112148047200
1119,050890,2011/12,2755,16682000,45958910000
1119,083930,2014/12,4080,15996505,65265740400
1119,137400,2013/12,7180,7600000,54568000000
1119,214270,2016/12,2330,45614682,106282209060
1120,025850,2014/12,17100,3800000,64980000000
1120,045660,2012/12,3740,13600000,50864000000
1120,049800,2011/12,4590,10000000,45900000000
1120,053690,2018/12,9520,10957550,104315876000
1120,063570,2013/12,2095,26015009,54501443855
1120,065130,2015/12,5810,15976257,92822053170
1120,069920,2019/12,4385,25575083,112146738955
1120,091970,2016/12,5310,19998251,106190712810
1120,158430,2021/12,44000,4353577,191557388000
1120,228760,2017/12,14000,7759059,108626826000
1120,306040,2020/12,15700,9865828,154893499600
1121,005430,2015/12,29250,3166355,92615883750
1121,007330,2017/12,7200,15082800,108596160000
1121,011160,2018/12,1415,73326089,103756415935
1121,024830,2014/12,7780,8350000,64963000000
1121,030960,2020/12,9690,15980000,154846200000
1121,031510,2013/12,2090,26000000,54340000000
1121,041930,2021/12,12100,15800000,191180000000
1121,057540,2016/12,2610,40679015,106172229150
1121,079940,2019/12,8280,13535684,112075463520
1121,101930,2012/12,5450,9331705,50857792250
1121,120115,2011/12,16400,2767860,45392904000
1122,000180,2019/12,1605,69751600,111951318000
1122,002630,2013/12,542,100211598,54314686116
1122,004150,2020/12,3685,42008577,154801606245
1122,008800,2018/12,3250,31881850,103616012500
1122,012030,2021/12,950,201173933,191115236350
1122,026180,2017/12,1820,59537195,108357694900
1122,037440,2014/12,4660,13922475,64878733500
1122,050090,2016/12,1630,64967931,105897727530
1122,053700,2015/12,7600,12178935,92559906000
1122,063570,2012/12,1955,26000000,50830000000
1122,128660,2011/12,2085,21722658,45291741930
1123,021080,2013/12,1290,42000000,54180000000
1123,024830,2012/12,6060,8350000,50601000000
1123,036190,2021/12,31850,6000000,191100000000
1123,038680,2019/12,6960,16075215,111883496400
1123,043590,2011/12,3480,13000000,45240000000
1123,058850,2016/12,2480,42685000,105858800000
1123,060560,2014/12,2370,27142566,64327881420
1123,108490,2020/12,13750,11251000,154701250000
1123,137400,2017/12,13650,7933333,108289995450
1123,217600,2018/12,1620,63861340,103455370800
1123,229500,2015/12,16000,5760000,92160000000
1124,003610,2011/12,10650,4231409,45064505850
1124,006890,2014/12,5540,11600000,64264000000
1124,027050,2013/12,1350,40000000,54000000000
1124,036000,2016/12,4595,23034277,105842502815
1124,048870,2012/12,3240,15556674,50403623760
1124,053080,2021/12,14700,12999807,191097162900
1124,066900,2015/12,4050,22744503,92115237150
1124,075580,2017/12,2820,38372720,108211070400
1124,080220,2018/12,3605,28560538,102960739490
1124,131220,2020/12,20700,7454490,154307943000
1124,299910,2019/12,13950,8016521,111830467950
1125,010280,2013/12,1330,40464034,53817165220
1125,024810,2015/12,481,191248980,91990759380
1125,025610,2011/12,4495,10000000,44950000000
1125,034940,2020/12,4980,30979827,154279538460
1125,046070,2014/12,2275,28215355,64189932625
1125,047770,2017/12,2855,37842602,108040628710
1125,066310,2019/12,13500,8278230,111756105000
1125,069920,2018/12,4030,25514093,102821794790
1125,083930,2016/12,6610,15996505,105736898050
1125,085370,2012/12,4940,10176241,50270630540
1125,200880,2021/12,7050,27028437,190550480850
1126,008290,2014/12,1900,33626104,63889597600
1126,024120,2012/12,4365,11500000,50197500000
1126,033830,2013/12,5380,10000000,53800000000
1126,053050,2011/12,1650,27230250,44929912500
1126,059100,2015/12,13600,6754625,91862900000
1126,096240,2020/12,20100,7674651,154260485100
1126,117670,2019/12,6820,16362358,111591281560
1126,122350,2017/12,3500,30827256,107895396000
1126,149980,2016/12,7500,14094745,105710587500
1126,217620,2018/12,2775,37001905,102680286375
1126,348350,2021/12,18700,10183600,190433320000
1127,002230,2014/12,4020,15886148,63862314960
1127,004310,2021/12,5950,32000000,190400000000
1127,004450,2013/12,24900,2154379,53644037100
1127,004830,2012/12,3200,15680000,50176000000
1127,041440,2018/12,5730,17915944,102658359120
1127,048550,2020/12,1630,94610120,154214495600
1127,058450,2015/12,9390,9780000,91834200000
1127,065690,2011/12,3840,11700000,44928000000
1127,067990,2016/12,4025,26263308,105709814700
1127,078140,2017/12,9730,11086579,107872413670
1127,210540,2019/12,10100,11041708,111521250800
1128,010170,2012/12,1475,33962073,50094057675
1128,043220,2015/12,3310,27711348,91724561880
1128,048870,2016/12,2380,44385288,105636985440
1128,052900,2013/12,4300,12421007,53410330100
1128,053980,2019/12,6270,17747882,111279220140
1128,077360,2018/12,4515,22718501,102574032015
1128,091590,2020/12,13100,11740000,153794000000
1128,096775,2014/12,51000,1248426,63669726000
1128,101140,2021/12,3560,53396820,190092679200
1128,119860,2011/12,6800,6600000,44880000000
1128,224060,2017/12,876,122798622,107571592872
1129,010960,2019/12,4450,25000000,111250000000
1129,016710,2018/12,6360,16089459,102328959240
1129,025530,2011/12,2990,14934008,44652683920
1129,047080,2017/12,4340,24779836,107544488240
1129,054040,2012/12,3115,16071290,50062068350
1129,065530,2013/12,10100,5286000,53388600000
