,거래소코드,회계년도,종가,상장주식수,시가총액
54,078930,2015/12,50700,92915378,4710809664600
54,078930,2017/12,62200,92915378,5779336511600
54,096530,2020/12,193000,26234020,5063165860000
54,097950,2016/12,357500,13161898,4705378535000
55,001300,2013/12,88500,52437651,4640732113500
55,005830,2018/12,70400,70800000,4984320000000
55,009150,2015/12,62900,74693696,4698233478400
55,009240,2016/12,199000,23533928,4683251672000
55,009540,2017/12,100500,56665426,5694875313000
55,011210,2012/12,173000,25730119,4451310587000
55,034020,2020/12,13500,374636810,5057596935000
55,036460,2014/12,49550,92313000,4574109150000
55,047040,2011/12,10500,415622638,4364037699000
55,271560,2019/12,105500,39536132,4171061926000
55,326030,2021/12,97200,78313250,7612047900000
56,001040,2014/12,156000,29084427,4537170612000
56,010060,2013/12,191000,23849371,4555229861000
56,011170,2021/12,217000,34275419,7437765923000
56,023530,2017/12,199000,28122047,5596287353000
56,029780,2012/12,36500,115858891,4228849521500
56,029780,2016/12,39700,115858891,4599597972700
56,036570,2015/12,213000,21929022,4670881686000
56,068270,2011/12,36300,116522891,4229780943300
56,097950,2018/12,330500,15054186,4975408473000
56,161390,2019/12,33550,123875069,4156008564950
56,196170,2020/12,179700,28082900,5046497130000
57,000120,2014/12,196000,22812344,4471219424000
57,001040,2017/12,181500,29176998,5295625137000
57,001800,2011/12,678000,5964865,4044178470000
57,004990,2019/12,38950,104909237,4086214781150
57,029780,2013/12,37400,115858891,4333122523400
57,032640,2015/12,10400,436611361,4540758154400
57,035250,2020/12,23500,213940500,5027601750000
57,036460,2016/12,48450,92313000,4472564850000
57,047040,2012/12,9950,415622638,4135445248100
57,161390,2018/12,40150,123875069,4973584020350
57,383220,2021/12,945000,7661415,7240037175000
58,002380,2015/12,417500,10556513,4407344177500
58,005830,2016/12,62500,70800000,4425000000000
58,008930,2020/12,76100,66011149,5023448438900
58,009150,2014/12,54700,74693696,4085745171200
58,009830,2017/12,31600,164809359,5207975744400
58,016360,2012/12,53400,76435165,4081637811000
58,018880,2013/12,38750,106760000,4136950000000
58,018880,2021/12,13450,533800000,7179610000000
58,047810,2011/12,39550,97475107,3855140481850
58,086280,2018/12,129000,37500000,4837500000000
58,088980,2019/12,11600,349044336,4048914297600
59,000100,2020/12,75100,66856810,5020946431000
59,000120,2016/12,179000,22812344,4083409576000
59,005830,2013/12,56200,70800000,3978960000000
59,009830,2015/12,27200,161939571,4404756331200
59,011780,2012/12,130500,30467691,3976033675500
59,069960,2011/12,163000,23402441,3814597883000
59,071050,2019/12,72400,55725992,4034561820800
59,078930,2018/12,51600,92915378,4794433504800
59,086280,2017/12,136000,37500000,5100000000000
59,097950,2014/12,306500,13138298,4026888337000
59,293490,2021/12,91000,77411107,7044410737000
60,000120,2015/12,191000,22812344,4357157704000
60,005830,2017/12,71200,70800000,5040960000000
60,009830,2016/12,24700,164809359,4070791167300
60,009830,2021/12,35500,191278497,6790386643500
60,010060,2012/12,165500,23849371,3947070900500
60,023530,2019/12,135500,28288755,3833126302500
60,032640,2011/12,7400,514793835,3809474379000
60,068270,2013/12,38350,100503857,3854322915950
60,068270,2014/12,38850,103569771,4023685603350
60,271560,2018/12,120000,39533961,4744075320000
60,271560,2020/12,124000,39536132,4902480368000
61,004800,2017/12,139500,35117455,4898884972500
61,006800,2012/12,12000,326700891,3920410692000
61,009540,2021/12,94600,70773116,6695136773600
61,010140,2018/12,7410,630000000,4668300000000
61,027410,2015/12,171500,24773964,4248734826000
61,027410,2016/12,81800,49547625,4052995725000
61,028300,2020/12,92500,52969901,4899715842500
61,036570,2014/12,182000,21929022,3991082004000
61,069960,2013/12,161000,23402441,3767793001000
61,097950,2011/12,289500,13078897,3786340681500
61,097950,2019/12,252500,15054186,3801181965000
62,001800,2016/12,655000,6008435,3935524925000
62,002790,2012/12,467500,7979098,3730228315000
62,005830,2011/12,53400,70800000,3780720000000
62,005830,2014/12,55000,70800000,3894000000000
62,007310,2015/12,1225000,3440000,4214000000000
62,011790,2021/12,174500,37868298,6608018001000
62,028050,2019/12,19200,196000000,3763200000000
62,034020,2013/12,35400,106158256,3758002262400
62,036460,2018/12,48200,92313000,4449486600000
62,097950,2017/12,366000,13176748,4822689768000
62,161390,2020/12,39400,123875069,4880677718600
63,002380,2016/12,359500,10556513,3795066423500
63,002790,2013/12,465000,7979098,3710280570000
63,004990,2017/12,65100,73683000,4796763300000
63,005830,2019/12,52300,70800000,3702840000000
63,006280,2020/12,406000,11686538,4744734428000
63,007070,2015/12,53800,77000000,4142600000000
63,016360,2011/12,49400,76435165,3775897151000
63,035760,2018/12,201900,21926384,4426936929600
63,047810,2014/12,39800,97475107,3879509258600
63,069960,2012/12,159000,23402441,3720988119000
63,086280,2021/12,168000,37500000,6300000000000
64,003490,2020/12,27200,174209713,4738504193600
64,004800,2015/12,117500,35117455,4126300962500
64,005940,2019/12,12700,281408887,3573892864900
64,006800,2018/12,6530,658316408,4298806144240
64,009150,2016/12,50800,74693696,3794439756800
64,010520,2012/12,45450,80200000,3645090000000
64,020150,2021/12,135000,46110835,6224962725000
64,047810,2017/12,47450,97475107,4625193827150
64,060980,2011/12,206000,18214033,3752090798000
64,078930,2014/12,40000,92915378,3716615120000
64,097950,2013/12,277000,13099998,3628699446000
65,001040,2012/12,118500,29015122,3438291957000
65,005387,2016/12,99400,37613865,3738818181000
65,008770,2014/12,91400,39248121,3587278259400
65,008770,2019/12,90800,39248121,3563729386800
65,010620,2013/12,178000,20000000,3560000000000
65,011210,2011/12,142500,25730119,3666541957500
65,029780,2017/12,39600,115858891,4588012083600
65,032640,2021/12,13600,436611361,5937914509600
65,051600,2015/12,89000,45000000,4005000000000
65,084990,2018/12,254000,15956260,4052890040000
65,285130,2020/12,392500,11741396,4608497930000
66,001040,2013/12,116500,29040572,3383226638000
66,005387,2015/12,105000,37613865,3949455825000
66,007070,2016/12,47600,77000000,3665200000000
66,011200,2011/12,25100,143273229,3596158047900
66,011200,2020/12,13950,326726323,4557832205850
66,012750,2019/12,93700,37999178,3560522978600
66,029780,2018/12,34550,115858891,4002924684050
66,032640,2012/12,7800,436611361,3405568615800
66,051600,2014/12,79700,45000000,3586500000000
66,079440,2017/12,53400,82000000,4378800000000
66,112040,2021/12,177900,33322268,5928031477200
67,000150,2011/12,143000,25089211,3587757173000
67,002790,2020/12,54900,82458180,4526954082000
67,009240,2017/12,180000,23533928,4236107040000
67,010140,2016/12,9250,390000000,3607500000000
67,011200,2012/12,23600,143273229,3381248204400
67,012750,2015/12,99700,37999178,3788518046600
67,012750,2018/12,100500,37999178,3818917389000
67,016360,2013/12,44050,76435165,3366969018250
67,047050,2014/12,31450,113876291,3581409351950
67,138040,2021/12,44000,134011294,5896496936000
67,139480,2019/12,127500,27875819,3554166922500
68,000120,2018/12,167000,22812344,3809661448000
68,000120,2019/12,155000,22812344,3535913320000
68,001450,2017/12,47000,89400000,4201800000000
68,010520,2013/12,41500,80200000,3328300000000
68,021240,2012/12,43550,77124796,3358784865800
68,029780,2015/12,30850,115858891,3574246787350
68,042660,2014/12,18650,191390758,3569437636700
68,052690,2011/12,92600,38220000,3539172000000
68,097950,2021/12,387500,15054186,5833497075000
68,241560,2016/12,35850,100249166,3593932601100
68,267250,2020/12,283500,15798617,4478907919500
69,000210,2013/12,94100,34800000,3274680000000
69,003670,2018/12,63700,59070000,3762759000000
69,008930,2016/12,61100,58290309,3561537879900
69,009830,2011/12,24600,140283511,3450974370600
69,010140,2020/12,7040,630000000,4435200000000
69,016360,2014/12,44550,76435165,3405186600750
69,035760,2019/12,159600,21929154,3499892978400
69,036460,2015/12,36850,92313000,3401734050000
69,036570,2012/12,150500,21897582,3295586091000
69,137310,2021/12,55900,103271353,5772868632700
69,271560,2017/12,104500,39533501,4131250854500
70,003490,2012/12,45300,71971631,3260314884300
70,004990,2015/12,2279000,1421400,3239370600000
70,005940,2018/12,13050,281408887,3672385975350
70,006800,2011/12,10400,326700891,3397689266400
70,011780,2020/12,145000,30467691,4417815195000
70,012630,2016/12,44950,75384180,3388518891000
70,012750,2017/12,107000,37999178,4065912046000
70,030000,2013/12,27500,115041225,3163633687500
70,036460,2019/12,37850,92313000,3494047050000
70,088980,2021/12,14050,404845547,5688079935350
70,138930,2014/12,14500,234379899,3398508535500
71,000720,2017/12,36300,111355765,4042214269500
71,001450,2015/12,36050,89400000,3222870000000
71,001450,2018/12,41050,89400000,3669870000000
71,005385,2013/12,125000,25109982,3138747750000
71,005830,2012/12,45950,70800000,3253260000000
71,006800,2014/12,9830,326700891,3211469758530
71,006800,2021/12,8650,635316408,5495486929200
71,012750,2016/12,87700,37999178,3332527910600
71,016360,2019/12,38600,89300000,3446980000000
71,036460,2011/12,41700,77284510,3222764067000
71,071050,2020/12,79000,55725992,4402353368000
72,002380,2017/12,381000,10556513,4022031453000
72,003490,2011/12,43500,71971631,3130765948500
72,005385,2014/12,126500,25109982,3176412723000
72,012450,2012/12,59700,53130000,3171861000000
72,016360,2015/12,41750,76435165,3191168138750
72,021240,2021/12,74400,73799619,5490691653600
72,088350,2018/12,4220,868530000,3665196600000
72,128940,2016/12,305500,10435111,3187926410500
72,128940,2020/12,366500,11843029,4340470128500
72,138930,2013/12,16000,193379899,3094078384000
72,241560,2019/12,34350,100249166,3443558852100
73,000210,2011/12,89800,34800000,3125040000000
73,000720,2015/12,28550,111355765,3179207090750
73,002380,2012/12,297000,10520000,3124440000000
73,004020,2021/12,41000,133445785,5471277185000
73,011070,2020/12,182500,23667107,4319247027500
73,012630,2014/12,38700,75384180,2917367766000
73,036460,2017/12,42550,92313000,3927918150000
73,042660,2018/12,34150,107205752,3661076430800
73,047040,2013/12,7370,415622638,3063138842060
73,047050,2016/12,27000,113876291,3074659857000
73,128940,2019/12,296500,11612184,3443012556000
74,000210,2016/12,87100,34800000,3031080000000
74,000210,2018/12,102500,34800000,3567000000000
74,001450,2011/12,34500,89400000,3084300000000
74,005940,2017/12,13900,281408887,3911583529300
74,006260,2012/12,94300,32200000,3036460000000
74,009830,2013/12,21550,140283511,3023109662050
74,035250,2021/12,24050,213940500,5145269025000
74,047810,2019/12,34050,97475107,3319027393350
74,069960,2014/12,123000,23402441,2878500243000
74,130960,2015/12,80600,38732089,3121806373400
74,139480,2020/12,151500,27875819,4223186578500
75,000210,2012/12,87000,34800000,3027600000000
75,000880,2013/12,39200,74958735,2938382412000
75,001040,2018/12,121500,29176998,3545005257000
75,003490,2014/12,47450,58675438,2784149533100
75,011070,2019/12,140000,23667107,3313394980000
75,011780,2021/12,166000,30467691,5057636706000
75,026960,2015/12,31150,99700000,3105655000000
75,034020,2016/12,27200,106158256,2887504563200
75,042670,2011/12,17850,168555884,3008722529400
75,071050,2017/12,69000,55725992,3845093448000
75,180640,2020/12,63100,66262510,4181164381000
76,000150,2013/12,139500,20882071,2913048904500
76,000720,2020/12,37450,111355765,4170273399250
76,001450,2012/12,33300,89400000,2977020000000
76,002380,2011/12,285500,10520000,3003460000000
76,005387,2017/12,102000,37613865,3836614230000
76,006800,2015/12,9470,326700891,3093857437770
76,010140,2021/12,5670,880000000,4989600000000
76,012750,2014/12,71200,37999178,2705541473600
76,081660,2019/12,53000,61115070,3239098710000
76,138930,2016/12,8680,325935246,2829117935280
76,282330,2018/12,204000,17283906,3525916824000
77,000120,2020/12,165500,22812344,3775442932000
77,000210,2019/12,90500,34800000,3149400000000
77,000720,2021/12,44450,111355765,4949763754250
77,001450,2016/12,31500,89400000,2816100000000
77,006360,2012/12,57300,51000000,2922300000000
77,006360,2018/12,43750,79297048,3469245850000
77,006800,2013/12,8900,326700891,2907637929900
77,011210,2015/12,112000,27195083,3045849296000
77,047050,2011/12,28950,103180815,2987084594250
77,071050,2014/12,48500,55725992,2702710612000
77,130960,2017/12,97700,38732089,3784125095300
78,000100,2015/12,272500,11152546,3039068785000
78,001450,2013/12,32500,89400000,2905500000000
78,009240,2014/12,114500,23533928,2694634756000
78,009830,2019/12,18850,161479290,3043884616500
78,012450,2011/12,53200,53130000,2826516000000
78,026960,2016/12,27550,99700000,2746735000000
78,028050,2018/12,17600,196000000,3449600000000
78,036490,2020/12,357800,10547673,3773957399400
78,042670,2012/12,17000,168658034,2867186578000
78,161390,2021/12,39700,123875069,4917840239300
78,282330,2017/12,210000,17283906,3629620260000
79,005387,2012/12,75600,37613865,2843608194000
79,007070,2019/12,39250,77000000,3022250000000
79,008770,2015/12,77300,39248121,3033879753300
79,011070,2014/12,112500,23667107,2662549537500
79,011780,2013/12,95200,30467691,2900524183200
79,021240,2011/12,36600,77124796,2822767533600
79,029780,2020/12,32500,115858891,3765413957500
79,068760,2021/12,124400,36550811,4546920888400
79,071050,2018/12,59500,55725992,3315696524000
79,130960,2016/12,70900,38732089,2746105110100
79,241560,2017/12,35800,100249166,3588920142800
80,000100,2019/12,236500,12777115,3021787697500
80,004990,2014/12,1780000,1421400,2530092000000
80,005940,2016/12,9650,281408887,2715595759550
80,009830,2018/12,20200,163110394,3294829958800
80,010520,2011/12,35150,80200000,2819030000000
80,011070,2017/12,144000,23667107,3408063408000
80,012450,2013/12,54400,53130000,2890272000000
80,051600,2012/12,60900,45000000,2740500000000
80,069960,2015/12,126500,23402441,2960408786500
80,071050,2021/12,80700,55725992,4497087554400
80,088980,2020/12,10650,349044336,3717322178400
81,000150,2012/12,129000,20858821,2690787909000
81,000880,2015/12,39400,74958735,2953374159000
81,003670,2019/12,49250,60988220,3003669835000
81,004990,2020/12,35300,104909237,3703296066100
81,005387,2011/12,67100,37613865,2523890341500
81,008770,2017/12,84900,39248121,3332165472900
81,012750,2013/12,74800,37999178,2842338514400
81,028050,2021/12,22900,196000000,4488400000000
81,034020,2014/12,23650,106158256,2510642754400
81,081660,2018/12,53500,61115070,3269656245000
81,088980,2016/12,8150,331459341,2701393629150
82,000100,2021/12,62100,69972959,4345320753900
82,000880,2016/12,35050,74958735,2627303661750
82,001740,2011/12,10100,248187647,2506695234700
82,011780,2014/12,80600,30467691,2455695894600
82,012630,2015/12,38800,75384180,2924906184000
82,016360,2017/12,36600,89300000,3268380000000
82,016360,2020/12,40450,89300000,3612185000000
82,042660,2019/12,27850,107205752,2985680193200
82,047810,2013/12,29000,97475107,2826778103000
82,052690,2012/12,70100,38220000,2679222000000
82,086900,2018/12,577800,5656535,3268345923000
83,000880,2011/12,33150,74958735,2484882065250
83,002380,2018/12,309000,10556513,3261962517000
83,004990,2013/12,1912000,1421400,2717716800000
83,010060,2017/12,136000,23849371,3243514456000
83,012750,2012/12,69900,37999178,2656142542200
83,047040,2014/12,5890,415622638,2448017337820
83,069960,2016/12,109000,23402441,2550866069000
83,086900,2015/12,512800,5656535,2900671148000
83,247540,2020/12,170100,21035166,3578081736600
83,267250,2021/12,53700,78993085,4241928664500
83,282330,2019/12,169500,17283906,2929622067000
84,003490,2017/12,33850,94844634,3210490860900
84,004800,2012/12,73600,35117455,2584644688000
84,004800,2014/12,68400,35117455,2402033922000
84,004990,2016/12,178500,14214000,2537199000000
84,005387,2019/12,79400,36485451,2896944809400
84,005940,2015/12,10100,281408887,2842229758700
84,006260,2011/12,76000,32200000,2447200000000
84,011790,2020/12,94000,37868298,3559620012000
84,028050,2013/12,66000,40000000,2640000000000
84,088980,2018/12,9290,349044336,3242621881440
84,139480,2021/12,151000,27875819,4209248669000
