,회사명,거래소코드,회계년도,총자본증가율,유형자산증가율,유동자산증가율,비유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,매출총이익증가율,당기순이익증가율,정상영업손익증가율,매출액총이익률,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가대매출액비율,영업비용대영업수익비율,기업순이익률,금융비용대총비용비율,이자부담률,1주당매출액,1주당순이익,1주당CASHFLOW,1주당정상영업이익,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,비유동비율,유동비율,당좌비율,현금비율,매입채무대재고자산비율,부채비율,유동부채비율,단기차입금대총차입금비율,순운전자본비율,차입금비율,CASHFLOW대부채비율,CASHFLOW대차입금비율,CASHFLOW대총자본비율,CASHFLOW대매출액비율,총자본회전률,자기자본회전률,타인자본회전률,매입채무회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,유형자산회전율,순운전자본회전률,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,현금및현금성자산의증가,기업생애주기,통계청 한국표준산업분류 10차(대분류),경영기간,상장기간,label
4553,보해양조(주),890,2020/12,-8.555274147753405,-7.410193500601796,-13.849199517989328,-5.625887082178341,-0.3853666261943725,2.9531888155827835,3.358724395153333,239.78243978243975,108.50210448130726,111.38169032426096,33.4,2.19,1.09,2.16,66.6,97.78,2.13,2.08,2.09,616.31,14.0,64.58,13.71,33.56,37.71,50.51,20.91,66.44,52.74,47.26,125.97,93.78,58.42,13.82,23.29,89.6,67.85,68.96,-2.23,54.22,9.24,15.27,4.37,8.29,0.5,0.99,1.0,17.8,1.4,2.23,3.78,4.12,0.94,0.71,8232.0,-350.0,-14628.0,-6754.0,성숙기,제조업,68.0,33.0,0
4554,보해양조(주),890,2021/12,2.681768800547218,-11.404287232047997,19.386552103107206,-5.756361470834637,-19.035506094329623,7.12160512664022,6.599714882134311,11.407119445079656,-152.94117647058823,-39.7025171624714,34.9,-1.09,-0.6,-1.12,65.1,98.74,-0.02,1.03,1.25,612.15,-7.0,91.28,7.7,39.02,25.57,63.99,29.04,60.98,55.02,44.98,110.83,134.9,100.4,54.82,33.61,81.74,52.57,45.99,10.09,52.56,15.04,23.39,6.77,12.37,0.55,1.03,1.2,17.58,1.53,2.21,4.91,4.67,1.11,0.81,12489.0,-3905.0,8364.0,16901.0,성장기,제조업,69.0,34.0,0
4555,부광약품(주),3000,2012/12,,,,,,,,,,,53.95,11.19,6.66,8.41,46.05,85.47,6.34,-0.62,-1.55,5204.7,619.0,1746.35,756.42,64.68,16.28,183.13,54.15,35.32,79.15,20.85,44.62,404.06,338.27,72.75,19.52,26.34,20.22,0.0,48.67,10.19,95.77,247.5,19.97,33.55,0.6,0.75,2.85,28.95,0.92,1.1,5.65,2.63,2.16,0.74,49500.0,-52610.0,-30244.0,-33354.0,성숙기,제조업,52.0,25.0,0
4556,부광약품(주),3000,2013/12,-7.948563845449522,-5.34338825393565,-9.57188737488697,-4.974647115252844,11.562619685944082,2.466965291260899,-11.340450771055751,-11.104968905081977,18.28972868217054,7.243470149253731,54.1,14.93,8.2,9.83,45.9,82.42,7.56,-1.42,-3.92,4405.75,693.0,1229.99,774.49,63.54,20.09,174.27,50.78,36.46,88.11,11.89,41.38,913.68,730.14,363.3,10.29,13.5,7.89,0.0,56.59,0.0,158.47,0.0,18.85,32.88,0.55,0.66,3.32,32.32,0.86,1.05,4.74,2.8,1.97,0.72,36515.0,25747.0,-33476.0,28785.0,Shake-Out,제조업,53.0,26.0,0
4557,부광약품(주),3000,2014/12,3.770600272552396,-2.7434629632499963,3.7501896473249374,3.804922603595808,4.2706581070410925,4.439161701662075,8.327535456248327,14.810051444400472,20.909277083759985,23.33318836167529,57.33,16.67,9.97,11.25,42.67,79.99,9.13,-1.75,-7.42,4556.3,807.0,896.0,911.93,63.53,20.19,174.18,50.7,36.47,88.68,11.32,41.13,907.2,724.05,407.87,9.74,12.77,7.9,0.0,56.52,0.0,103.9,0.0,11.77,19.67,0.6,0.67,5.28,47.87,0.94,1.18,4.66,3.93,2.26,0.85,27863.0,-3737.0,-14145.0,9981.0,성숙기,제조업,54.0,27.0,0
4558,부광약품(주),3000,2015/12,7.111790488898648,-1.580952077390154,0.8747440908244928,17.97531664621298,26.135054159944687,7.215714285714285,0.3140725684078285,1.981904351572598,6.449017615176151,-17.878552789336343,58.29,17.69,9.91,11.17,41.71,83.62,9.39,-1.1,-4.62,4172.6,772.0,302.31,683.67,59.83,25.24,148.93,44.72,40.17,88.76,11.24,45.26,772.82,577.73,343.79,8.91,12.66,8.72,0.0,52.09,0.0,36.12,0.0,4.06,7.25,0.56,0.63,4.99,41.64,0.94,1.25,3.71,3.21,2.3,0.83,10298.0,3914.0,-14338.0,-127.0,Shake-Out,제조업,55.0,28.0,0
4559,부광약품(주),3000,2016/12,-6.317905858235433,-1.3051574771273582,-11.69280442804428,1.6869479882237488,2.7172352588029547,-4.671934195857928,-2.472349646807193,-7.911159394049127,-37.12160388241378,-63.333047062865,55.04,11.4,6.44,7.19,44.96,93.84,6.08,-0.65,-3.38,3711.46,441.0,-207.86,228.63,56.4,29.36,129.33,39.84,43.6,90.32,9.68,48.28,797.09,563.04,244.29,8.33,10.72,7.83,0.0,49.32,0.0,5.51,0.0,0.53,0.91,0.56,0.63,5.38,41.43,0.97,1.33,3.57,2.96,2.26,0.86,-7763.0,3591.0,-22254.0,-26437.0,쇠퇴기,제조업,56.0,29.0,0
4560,부광약품(주),3000,2017/12,-0.5908245453091729,-1.1731119460532575,-7.226056784688281,7.990812495777802,0.6632445619028258,-1.5519442399619818,8.747060266343476,5.686122871636235,-29.834883279559687,-10.10656985595503,53.49,7.36,4.68,5.21,46.51,94.91,2.55,-3.52,-21.07,3382.59,267.0,192.14,172.24,52.63,31.86,111.11,35.86,47.37,89.45,10.55,52.96,645.97,440.16,125.52,11.82,11.8,9.11,0.0,44.48,0.0,1.6,0.0,0.17,0.27,0.64,0.71,6.29,37.87,1.17,1.68,3.82,2.75,2.49,1.02,8563.0,-7447.0,-18023.0,-16915.0,성숙기,제조업,57.0,30.0,0
4561,부광약품(주),3000,2018/12,108.95525547136263,113.40937012318624,78.26447145120686,143.0566850463364,-13.614217554843108,95.66309990866196,28.84445712238711,42.63602425926155,1213.2900549995493,357.6211568525274,59.21,74.99,39.91,46.64,40.79,81.91,38.0,-4.23,-13.27,3974.27,3019.0,139.48,718.78,44.9,15.44,81.49,37.97,55.1,83.76,16.24,65.78,579.49,490.02,262.5,12.68,19.39,9.25,0.0,37.15,0.0,9.59,0.0,1.56,3.96,0.53,0.62,3.7,43.06,1.12,1.43,5.26,2.66,2.06,0.96,6817.0,34973.0,34460.0,76241.0,Shake-Out,제조업,58.0,31.0,0
4562,부광약품(주),3000,2019/12,-21.28784579074785,0.2053755494184915,-15.899800575713552,-25.678915206376985,28.980128579777908,-21.032212498972044,-13.402051239805584,-26.74382206145766,-105.10445773289302,-72.84994448714663,50.09,-4.42,-1.69,-2.0,49.91,94.33,-2.13,-1.14,-2.76,2647.41,-119.0,-368.44,150.12,47.97,23.68,92.21,36.61,52.03,84.03,15.97,61.91,519.45,396.45,104.74,22.41,19.0,10.99,20.9,38.74,0.64,-13.37,-399.21,-2.14,-4.93,0.38,0.45,2.37,23.64,0.82,1.02,4.29,1.78,1.31,0.7,-23408.0,18085.0,-57481.0,-62815.0,쇠퇴기,제조업,59.0,32.0,0
4563,부광약품(주),3000,2020/12,3.2002264918218435,-18.779743651452925,33.16076352750566,-24.427986959339457,16.39893966513356,-16.936407686700193,0.8716125426590723,-14.965162791249748,-35.911230665770006,-57.76449617280067,42.23,-5.96,-2.56,-2.46,57.77,97.63,-2.51,0.11,0.21,2608.42,-115.0,11.12,61.93,61.9,20.7,162.48,49.09,38.1,67.63,32.37,56.33,405.54,321.6,129.55,19.77,47.85,22.57,94.71,46.64,7.95,-8.74,-52.64,-2.83,-6.69,0.43,0.57,1.77,16.93,0.78,1.0,3.55,1.64,1.45,0.64,723.0,13048.0,28232.0,41706.0,Shake-Out,제조업,60.0,33.0,0
4564,부광약품(주),3000,2021/12,-0.885854018639845,17.508291992850246,-11.326744799745375,16.078921700194424,-23.515328467153285,3.270757510389356,7.562772604031593,5.746709286581706,72.32063334982682,39.57298907646475,41.51,-1.53,-0.7,-0.34,58.49,96.92,-0.42,0.63,0.97,2568.02,-13.0,373.26,79.11,55.38,17.85,124.12,45.49,44.62,70.47,29.53,63.32,594.94,488.72,223.75,18.88,41.9,13.21,28.5,46.07,0.56,22.6,1702.1,6.67,14.53,0.46,0.65,1.56,24.59,0.83,1.01,4.64,2.02,1.48,0.71,26525.0,4749.0,-27485.0,3486.0,Shake-Out,제조업,61.0,34.0,0
4565,부국철강(주),26940,2011/12,6.049738373802105,-3.1319148936170214,11.595669134313258,-11.083395942900074,14.154844691701438,2.679384703558526,-5.8159283446895405,-15.708079930495222,-27.37616478666013,-21.069182389937108,5.21,2.65,5.28,7.48,94.79,97.31,5.25,-0.01,-0.09,13974.75,370.0,-429.12,476.88,79.5,53.66,387.73,36.84,20.5,69.52,30.48,29.49,267.35,123.88,7.82,38.98,43.83,42.77,0.0,49.76,15.35,-34.15,-97.51,-10.41,-5.37,1.99,2.82,6.79,10.33,2.57,5.48,4.84,5.77,24.16,1.88,-8582.0,308.0,10900.0,2626.0,쇠퇴기,제조업,35.0,4.0,0
4566,부국철강(주),26940,2012/12,-2.900820490076505,-4.858548585485855,-2.054621372595169,-6.181769020177781,-25.90240098768641,4.201261873673089,6.870248126084546,-13.584827870542156,-17.5310642895732,-36.24449570140491,4.21,2.04,4.29,5.96,95.79,97.96,4.22,-0.04,-0.27,14934.86,305.0,1357.54,304.06,80.19,40.6,404.79,47.64,19.81,74.61,25.39,26.55,327.82,194.74,42.33,64.87,34.03,32.79,0.0,55.73,0.0,26.1,0.0,6.63,3.11,2.1,2.92,7.51,11.15,2.63,4.98,5.57,5.86,26.9,1.96,27151.0,903.0,-16900.0,11154.0,Shake-Out,제조업,36.0,5.0,0
4567,부국철강(주),26940,2013/12,-1.6407599309153715,-4.441776710684274,-0.1432894268422926,-7.705886591252972,-1.27595203121917,2.052763482619426,-18.018594093680218,-30.741094147582697,-43.21978381919424,-59.0692320342049,3.56,1.42,2.49,3.28,96.44,98.98,2.18,-0.18,-1.32,12243.79,173.0,484.83,124.47,81.41,40.13,437.95,48.74,18.59,77.41,22.59,24.01,372.33,222.9,79.18,61.66,29.18,28.24,0.0,59.55,0.0,59.18,0.0,13.37,7.52,1.76,2.32,7.34,8.54,2.18,3.66,5.4,5.14,23.13,1.69,9697.0,1156.0,-1500.0,9352.0,Shake-Out,제조업,37.0,6.0,0
4568,부국철강(주),26940,2014/12,-8.67877433445316,5.431001159644375,-10.61150277631708,-0.21078106093134,-32.468743754302594,0.5661367726454709,-24.7725379375684,-5.7749712973593565,-10.902797807903086,-15.026114905584572,4.45,1.68,2.34,2.89,95.55,98.85,1.89,-0.33,-2.4,9210.72,154.0,740.39,105.75,79.69,30.32,392.3,55.53,20.31,85.25,14.75,23.83,578.93,403.39,207.54,48.05,17.3,16.15,0.0,65.92,0.0,65.99,0.0,9.73,6.65,1.4,1.72,7.41,8.69,1.73,2.69,4.88,4.79,17.33,1.42,14808.0,-1213.0,-1500.0,12095.0,성숙기,제조업,38.0,7.0,0
4569,부국철강(주),26940,2015/12,-4.478062578461441,-5.343721356553621,-12.844366007597738,28.34734989243105,-37.977638934561,0.0447377250866793,-10.095323916748995,2.936517606920921,-96.60084169634186,43.35697399527187,5.1,0.06,0.09,0.1,94.9,98.17,-0.44,-0.39,-4.14,8280.87,5.0,733.1,151.62,72.71,21.58,266.4,57.02,27.29,89.28,10.72,30.57,727.91,570.85,324.46,50.75,12.0,11.19,0.0,62.72,0.0,114.38,0.0,12.26,8.9,1.35,1.54,10.53,13.7,1.76,2.39,6.72,5.26,15.6,1.53,14662.0,-10154.0,-1500.0,3008.0,성숙기,제조업,39.0,8.0,0
4570,부국철강(주),26940,2016/12,1.0963051687711067,-3.757141473806527,-0.1315623891729873,4.364256979153968,-9.729070568898786,2.612260108067822,-15.361949558318289,-7.374526515151516,2915.2380952380954,-14.808707124010551,5.58,2.26,2.62,2.91,94.42,98.16,1.88,-0.65,-7.38,7008.76,158.0,190.62,129.17,71.82,19.5,254.92,57.82,28.18,90.62,9.38,31.09,811.74,653.42,247.45,50.32,10.35,9.76,0.0,62.98,0.0,81.06,0.0,7.6,6.59,1.16,1.29,11.55,15.46,1.6,2.02,7.81,4.81,13.83,1.42,3812.0,-14663.0,-1500.0,-12350.0,성숙기,제조업,40.0,9.0,0
4571,부국철강(주),26940,2017/12,6.708902418956722,-4.789214206660629,9.518190982404692,-0.4526340380796635,53.394807940796426,2.158991865194654,4.2404137685036565,-19.948881789137378,-26.784586228679725,-49.59349593495935,4.29,1.59,1.85,2.08,95.71,99.11,1.08,-0.66,-6.73,7305.93,116.0,-395.85,65.12,73.72,27.32,280.45,53.58,26.28,86.76,13.24,30.3,573.09,416.53,108.94,57.55,15.26,14.83,0.0,60.85,0.0,-11.95,0.0,-1.58,-1.4,1.16,1.31,10.23,12.38,1.6,2.09,6.77,4.41,15.06,1.39,-7917.0,979.0,-1500.0,-8438.0,쇠퇴기,제조업,41.0,10.0,0
4572,부국철강(주),26940,2018/12,-4.5476274924052,-4.987847405685301,-3.605459965482977,-7.190002640147848,9.702492629321895,-0.1990721814400739,-2.577351336924014,-13.521711366538952,-10.310612597066436,-29.10906298003072,3.81,1.46,1.64,1.85,96.19,99.35,0.9,-0.66,-6.56,7117.64,104.0,174.68,46.16,74.44,31.09,291.29,51.3,25.56,90.71,9.29,28.17,817.98,563.68,139.99,33.69,10.24,10.03,0.0,65.34,0.0,-19.24,0.0,-1.79,-1.55,1.12,1.27,9.93,11.53,1.52,2.14,5.2,4.36,15.43,1.32,3494.0,-4395.0,-1500.0,-2402.0,성숙기,제조업,42.0,11.0,0
4573,부국철강(주),26940,2019/12,-1.2415586933341949,-3.5368702035368704,-1.3140476138805095,-1.0304064732283962,-10.840808348748734,0.2181695132593634,-7.0873111209458175,-13.36533136422374,-11.544011544011545,-65.7638136511376,3.55,1.39,1.49,1.64,96.45,99.76,0.59,-0.85,-10.52,6613.21,92.0,229.0,15.78,74.39,28.09,290.46,53.5,25.61,92.05,7.95,27.82,994.97,715.5,156.03,28.55,8.63,8.12,0.0,66.91,0.0,41.55,0.0,3.3,3.05,1.08,1.18,12.47,15.61,1.44,2.05,4.88,4.77,14.98,1.3,4580.0,-4589.0,-1500.0,-1509.0,성숙기,제조업,43.0,12.0,0
4574,부국철강(주),26940,2020/12,8.12537318316034,-2.5596679349705984,4.016625067346916,20.05940214614205,6.682325308279506,0.6450867668357873,5.039920159680639,35.41444704879608,-56.06307775965198,466.13924050632914,4.57,0.58,0.63,0.72,95.43,98.71,-0.1,-0.68,-6.56,6946.5,40.0,333.55,89.44,71.56,28.81,251.64,50.95,28.44,85.68,14.32,33.19,510.6,363.51,83.74,57.76,16.71,16.36,0.0,57.55,0.0,29.73,0.0,4.26,4.05,1.09,1.23,9.7,12.06,1.5,2.09,5.26,4.79,16.23,1.3,6671.0,-3919.0,-1500.0,1252.0,성숙기,제조업,44.0,13.0,0
4575,부국철강(주),26940,2021/12,13.987881355291126,-2.6269080582179622,20.838266384778013,-3.2506051658553456,51.00176133861735,6.317703873080896,40.8867775138559,107.75767112509835,988.3663366336634,350.30743432084967,6.75,4.49,6.22,7.53,93.25,95.88,5.37,-0.64,-4.9,9786.71,440.0,-154.59,402.78,75.86,36.0,314.29,48.55,24.14,79.92,20.08,30.2,378.26,242.09,47.23,63.66,25.13,25.1,0.0,55.81,0.0,5.91,0.0,1.19,0.91,1.38,1.68,7.96,9.33,1.87,2.79,5.72,5.55,23.47,1.52,-3092.0,3350.0,-1500.0,-1241.0,쇠퇴기,제조업,45.0,14.0,0
4576,부산산업(주),11390,2011/12,16.654629340174846,16.05697151424288,34.50876862153498,7.334000557843442,-30.841736080666376,-0.3134105433265591,16.701078582434516,8.73582528349433,-211.6279069767442,-0.6401137980085349,13.67,-0.06,-0.05,-2.99,86.33,98.84,1.19,1.64,2.09,71722.88,-892.0,4192.61,1322.62,39.55,14.74,65.42,33.72,60.45,37.62,62.38,160.68,81.18,69.21,1.07,0.0,165.8,129.49,80.98,-9.17,74.79,3.96,8.79,2.47,3.53,0.75,1.86,1.27,0.0,2.03,2.56,9.81,3.21,1.31,0.9,4427.0,-11198.0,6130.0,-641.0,성장기,제조업,35.0,22.0,0
4577,부산산업(주),11390,2012/12,-4.668397756359907,6.391293114584679,-18.16673676340016,4.1623993029548,81.8541996830428,-5.804042934689166,-20.696074677510925,-32.98570876786404,-4647.916666666666,-184.6098783106657,11.55,-3.79,-2.16,-3.04,88.45,101.97,-0.74,2.38,2.26,56878.76,-884.0,-4845.36,-1119.09,33.95,32.76,51.4,22.83,66.05,37.17,62.83,177.68,73.18,49.2,1.78,148.13,169.01,124.8,75.86,-12.44,93.01,-0.53,-0.97,-0.33,-0.57,0.57,1.52,0.91,7.07,1.54,2.0,6.75,2.56,0.94,0.67,-5117.0,66.0,5337.0,287.0,쇠퇴기,제조업,36.0,23.0,0
4578,부산산업(주),11390,2013/12,10.729414045461152,0.6010381568163191,29.15512663107101,1.2591353350356609,-7.851851851851851,18.77444589308996,81.78942461374534,201.80115273775215,437.1654234313296,892.3011844331642,19.18,7.04,7.07,13.46,80.82,91.42,8.34,1.36,2.07,103400.06,4121.0,21428.82,8867.93,39.6,23.38,65.56,30.34,60.4,39.87,60.13,151.48,84.94,65.09,21.78,265.43,150.79,116.91,77.19,-7.02,61.92,12.75,31.05,7.67,8.02,1.0,2.6,1.64,4.85,2.72,3.75,9.9,5.76,1.65,1.2,22629.0,-4517.0,-7366.0,10746.0,성숙기,제조업,37.0,24.0,0
4579,부산산업(주),11390,2014/12,-0.24160932822102,0.7090914577109925,-1.9763894415705003,0.8956521739130434,9.958388500094571,8.469813391877059,-17.06474951918674,-18.68226306994509,-38.56064549713691,-30.571276027762945,18.81,5.21,4.14,8.07,81.19,92.82,4.95,1.09,1.39,85754.82,2740.0,1500.22,6157.46,38.91,26.22,63.69,28.71,61.09,43.36,56.64,140.9,90.9,67.06,10.88,234.63,130.65,98.72,75.69,-3.89,52.21,18.76,46.93,10.62,13.37,0.79,1.91,1.36,3.27,2.02,2.69,8.16,4.09,1.36,0.95,1584.0,-4484.0,-3388.0,-6293.0,성숙기,제조업,38.0,25.0,0
4580,부산산업(주),11390,2015/12,0.2465820740974745,-0.4539189837008629,1.5155615696887683,-0.5630727685368726,15.369398813107422,14.538131476683938,20.72285963536778,36.654532644434006,71.40436348231307,71.47031682559214,21.29,7.4,7.09,12.26,78.71,89.8,7.52,0.49,0.8,103525.7,4604.0,18248.13,10557.73,39.4,29.8,65.02,27.66,60.6,49.54,50.46,122.33,94.79,66.54,16.87,112.42,101.87,83.91,81.65,-2.16,27.92,18.09,65.99,9.13,9.54,0.96,2.06,1.79,5.16,2.45,3.4,8.73,4.7,1.64,1.18,19270.0,-5815.0,-10750.0,2706.0,성숙기,제조업,39.0,26.0,0
4581,부산산업(주),11390,2016/12,7.326744806939836,0.2106878959803759,17.710832666844396,0.5749284950741052,41.17340092440733,14.852184976409678,12.462153435233208,10.25563909774436,13.717251606524965,16.270517535204952,20.87,7.48,7.77,12.62,79.13,89.46,8.03,0.27,0.53,116426.83,5326.0,13149.05,12275.37,43.21,35.74,76.1,27.77,56.79,53.01,46.99,107.12,109.91,70.63,18.54,107.91,88.64,74.17,84.98,3.9,18.2,28.77,140.13,13.52,13.48,1.04,2.02,2.13,6.92,2.51,3.75,7.6,5.31,1.85,1.27,13885.0,-8006.0,-4954.0,926.0,성숙기,제조업,40.0,27.0,0
4582,부산산업(주),11390,2017/12,2.25595184692804,1.2104101277988857,3.972897478484071,0.9508215557853614,14.453186882821988,5.958828235583728,-4.196930384637283,-30.441898527004916,-48.07650510758531,-47.836149039574174,15.15,4.06,3.85,6.43,84.85,94.26,4.14,0.32,0.62,111540.78,2962.0,-2168.64,6403.88,43.94,39.34,78.38,26.65,56.06,54.93,45.07,102.06,119.7,72.61,7.71,94.94,82.05,66.82,75.57,7.23,24.07,10.26,34.98,4.62,4.92,0.95,1.76,2.06,5.74,2.18,3.49,5.8,4.46,1.76,1.16,-2290.0,-7123.0,4021.0,-5391.0,도입기,제조업,41.0,28.0,0
4583,부산산업(주),11390,2018/12,6.566699900299103,-3.5789005119074115,18.10887836047124,-2.47986796801639,15.340961520716064,3.738982706297463,1.3694210736329138,-8.252100840336135,-23.71285056509,-32.786157941437445,13.72,3.05,2.81,5.92,86.28,96.19,3.19,0.42,0.81,113068.13,2868.0,9254.9,4304.17,48.7,38.42,94.93,29.99,51.3,53.47,46.53,95.94,135.68,83.55,21.06,75.86,87.01,67.12,60.09,12.81,25.74,6.02,20.35,2.8,3.13,0.92,1.7,2.01,6.04,1.99,3.25,5.12,4.17,1.8,1.12,9773.0,-4528.0,1306.0,6551.0,성장기,제조업,42.0,29.0,0
4584,부산산업(주),11390,2019/12,1.7558828812645948,-0.8863856700983334,4.08668254822101,-0.4566476518389916,-22.49689987599504,8.630535804266279,18.059463986599663,44.82505953471332,90.37037037037037,90.25302530253026,16.83,4.92,5.15,7.2,83.17,93.87,5.32,0.18,0.39,133487.56,3684.0,14116.74,8188.06,49.81,28.61,99.26,35.56,50.19,57.09,42.91,87.91,140.04,99.98,25.12,74.22,75.18,62.31,61.59,14.24,15.43,21.15,103.05,9.08,8.75,1.05,1.89,2.34,8.46,2.12,3.19,6.35,4.47,2.18,1.23,14907.0,-5952.0,-6905.0,2051.0,성숙기,제조업,43.0,30.0,0
4585,부산산업(주),11390,2020/12,-5.100254497844859,1.5246789945192292,-10.796763333530212,0.5540085006595339,-1.3316129032258064,4.94652750934158,-17.965707313266602,-18.73682435281221,-40.53898256232887,-35.966231062796346,16.67,3.57,3.11,4.33,83.33,95.21,3.17,0.06,0.13,109505.26,2333.0,12969.51,5243.71,46.82,31.64,88.05,32.01,53.18,63.13,36.87,84.23,149.43,102.14,42.35,89.74,58.41,49.64,58.85,15.49,11.79,30.06,148.97,11.08,12.37,0.87,1.45,2.18,7.33,1.8,2.58,6.01,4.04,1.78,1.07,13696.0,-6036.0,-2688.0,4972.0,성숙기,제조업,44.0,31.0,0
4586,부산산업(주),11390,2021/12,3.7017516664083088,1.9101072045756933,3.050718400317818,4.2750116604477615,47.30344719359732,-4.841066188657933,10.703229042356318,-22.42399086852755,-178.69607367910808,-92.81199205345855,11.68,-2.54,-2.47,-3.26,88.32,99.69,-2.37,0.1,0.26,121226.3,-1754.0,-2214.92,376.67,46.53,45.23,87.02,25.48,53.47,57.93,42.07,92.3,144.47,79.12,21.18,58.43,72.63,55.6,22.02,14.32,17.87,10.09,41.0,4.24,4.44,0.97,1.61,2.47,7.62,2.09,3.4,5.42,5.72,1.94,1.24,-2339.0,-9287.0,3632.0,-7993.0,도입기,제조업,45.0,32.0,0
4587,부산주공(주),5030,2011/12,39.19508300990408,60.56075264518537,22.17600473688106,52.48315476809634,32.69565217391304,27.03212561726683,14.237703975363225,5.723099835115153,173.6842105263158,21.00523560209424,11.12,1.31,1.27,5.72,88.88,98.54,2.87,1.64,2.06,13627.46,272.0,626.14,440.38,38.48,28.66,62.56,27.46,61.52,21.35,78.65,288.12,71.92,51.31,0.49,147.77,368.37,250.63,58.73,-15.03,248.22,3.72,5.52,2.92,3.51,0.97,4.37,1.25,5.65,2.38,3.29,8.62,4.24,1.83,1.01,8215.0,-52194.0,43598.0,-383.0,성장기,제조업,44.0,37.0,0
4588,부산주공(주),5030,2012/12,3.4158782854398537,9.43496447779032,-3.9279829407773583,8.009368391532066,-4.578700376273623,7.630487005896485,10.724952180673162,-10.514665190924184,-200.2991452991453,-40.63689858082382,8.98,-1.19,-1.08,-4.94,91.02,98.27,1.37,2.62,3.13,15088.99,-198.0,-326.86,261.44,35.75,28.46,55.64,25.58,64.25,22.22,77.78,289.14,75.05,53.69,0.25,127.14,350.03,214.38,54.18,-11.89,264.12,1.14,1.51,0.89,0.99,0.91,4.16,1.16,6.22,2.45,3.42,8.57,4.22,1.57,1.04,-4289.0,-11747.0,15745.0,-290.0,도입기,제조업,45.0,38.0,0
4589,부산주공(주),5030,2013/12,5.622759755630199,3.01237713869676,15.51315358034656,0.12,-9.849357554275588,-8.793929064199336,-1.896208593047572,-17.28790689829651,-78.44056242011078,-104.66472303206996,7.57,-2.16,-1.84,-8.89,92.43,100.08,0.37,2.49,2.78,14802.93,-354.0,586.57,-12.19,39.1,22.21,64.2,30.41,60.9,19.19,80.81,317.4,71.6,55.7,1.47,151.87,421.17,284.59,61.81,-15.51,320.46,0.9,1.18,0.73,0.88,0.85,4.12,1.07,6.52,2.27,3.04,9.05,3.95,1.45,0.96,7696.0,-19438.0,13352.0,1610.0,성장기,제조업,46.0,39.0,0
4590,부산주공(주),5030,2014/12,8.600479796470678,18.798774921223902,-4.948960096075114,17.299941824196928,8.03066791173146,0.2068965517241379,4.224075790340851,39.65470364328439,104.91881566380134,3933.125,10.15,0.1,0.08,0.46,89.85,96.97,1.93,2.2,2.26,15428.17,17.0,899.66,467.48,34.22,25.25,52.02,25.58,65.78,17.7,82.3,371.54,66.97,50.07,0.0,145.57,464.82,288.59,55.14,-16.87,358.43,4.66,6.04,3.83,4.82,0.83,4.5,1.02,6.44,2.27,2.97,9.56,4.02,1.36,0.93,11804.0,-31080.0,17401.0,-1875.0,성장기,제조업,47.0,40.0,0
4591,부산주공(주),5030,2015/12,2.268743072315203,7.260693347876204,-9.333578369437872,8.304004111070611,25.09894909239798,18.329152143507315,-5.084377346559696,-8.264382361530224,-333.00970873786406,-35.789988586336214,9.81,-0.25,-0.19,-0.98,90.19,97.95,1.37,2.02,1.93,13476.11,-33.0,1034.08,276.22,30.34,34.84,43.55,19.77,69.66,20.48,79.52,340.07,63.32,41.26,0.0,120.93,388.17,233.89,52.27,-17.57,291.78,6.42,8.54,5.1,6.91,0.75,3.91,0.92,5.89,2.31,3.3,7.77,4.26,1.15,0.91,14743.0,-18082.0,3340.0,1.0,성장기,제조업,48.0,41.0,0
4592,부산주공(주),5030,2016/12,6.065660719639028,13.694981453448737,-11.468784838350055,13.70151724137931,1.3091861226271002,-10.480496819827763,-6.528324277059522,-50.54647707979627,-1801.4583333333333,-248.806500761808,5.19,-5.08,-3.4,-18.07,94.81,103.26,-2.03,1.91,1.69,7946.42,-420.0,775.73,-259.28,25.32,39.86,33.91,15.23,74.68,17.29,82.71,431.93,49.32,29.66,0.39,152.18,478.39,296.97,51.82,-26.02,339.28,7.07,9.97,5.85,8.99,0.67,3.56,0.83,4.75,2.41,3.84,6.49,4.88,0.97,0.87,17531.0,-26183.0,9199.0,551.0,성장기,제조업,49.0,42.0,0
4593,부산주공(주),5030,2017/12,9.080400626159554,13.870241537546816,0.8285276819827426,11.879621901748802,17.14049824107976,39.89897931381384,6.184677235242693,48.56775024139041,-10.397721047441657,59.93174061433447,7.26,-5.28,-3.49,-17.61,92.74,101.23,-1.12,3.33,2.96,7585.13,-415.0,-12.07,-93.38,23.41,46.31,30.56,12.57,76.59,22.17,77.83,345.42,48.24,25.9,0.0,144.58,350.98,218.82,53.96,-25.11,249.24,3.68,5.18,2.86,4.52,0.66,3.33,0.82,4.26,2.72,4.78,6.3,6.12,0.91,0.89,-303.0,-12080.0,11830.0,-553.0,도입기,제조업,50.0,43.0,0
