,상장기간
5791,17
5792,18
5793,36
5794,37
5795,38
5796,39
5797,40
5798,41
5799,42
5800,43
5801,44
5802,45
5803,46
5804,47
5805,1
5806,2
5807,3
5808,4
5809,5
5810,6
5811,7
5812,17
5813,18
5814,19
5815,20
5816,21
5817,22
5818,23
5819,24
5820,25
5821,26
5822,27
5823,28
5824,39
5825,40
5826,41
5827,42
5828,43
5829,44
5830,45
5831,46
5832,47
5833,48
5834,49
5835,50
5836,23
5837,24
5838,25
5839,26
5840,27
5841,28
5842,29
5843,30
5844,31
5845,32
5846,33
5847,34
5848,22
5849,23
5850,24
5851,25
5852,26
5853,27
5854,28
5855,29
5856,30
5857,31
5858,32
5859,33
5860,36
5861,37
5862,38
5863,39
5864,40
5865,41
5866,42
5867,43
5868,44
5869,45
5870,46
5871,47
5872,36
5873,37
5874,38
5875,39
5876,40
5877,41
5878,42
5879,43
5880,44
5881,45
5882,46
5883,47
5884,17
5885,18
5886,19
5887,20
5888,21
5889,22
5890,23
5891,36
5892,37
5893,38
5894,39
5895,40
5896,41
5897,42
5898,43
5899,44
5900,45
5901,46
5902,47
5903,44
5904,45
5905,46
5906,47
5907,48
5908,49
5909,50
5910,51
5911,52
5912,53
5913,54
5914,55
5915,35
5916,36
5917,37
5918,38
5919,39
5920,40
5921,41
5922,42
5923,43
5924,44
5925,45
5926,46
5927,25
5928,26
5929,27
5930,28
5931,29
5932,30
5933,31
5934,32
5935,33
5936,34
5937,35
5938,36
5939,6
5940,7
5941,8
5942,9
5943,10
5944,11
5945,12
5946,13
5947,14
5948,15
5949,16
5950,17
5951,10
5952,11
5953,12
5954,13
5955,14
5956,15
5957,16
5958,17
5959,18
5960,19
5961,20
5962,21
5963,16
5964,17
5965,18
5966,19
5967,20
5968,21
5969,22
5970,23
5971,24
5972,25
5973,26
5974,27
5975,1
5976,2
5977,3
5978,4
5979,35
5980,36
5981,37
5982,38
5983,39
5984,40
5985,41
5986,42
5987,43
5988,44
5989,45
5990,46
5991,17
5992,18
5993,19
5994,20
5995,21
5996,22
5997,23
5998,24
5999,25
6000,26
6001,27
6002,28
6003,36
6004,37
6005,38
6006,39
6007,40
6008,41
6009,42
6010,43
6011,44
6012,45
6013,46
6014,47
6015,10
6016,11
6017,12
6018,13
6019,14
6020,15
6021,16
6022,17
6023,18
6024,19
6025,20
6026,21
6027,0
6028,0
6029,1
6030,2
6031,3
6032,4
6033,5
6034,6
6035,7
6036,8
6037,9
6038,10
6039,37
6040,38
6041,39
6042,40
6043,41
6044,42
6045,43
6046,44
6047,45
6048,46
6049,47
6050,48
6051,36
6052,37
6053,38
6054,39
6055,40
6056,41
6057,42
6058,43
6059,44
6060,45
6061,46
6062,47
6063,22
6064,23
6065,24
6066,25
6067,26
6068,27
6069,28
6070,29
6071,30
6072,31
6073,32
6074,33
6075,37
6076,38
6077,39
6078,40
6079,41
6080,42
6081,43
6082,44
6083,45
6084,46
6085,47
6086,48
6087,37
6088,38
6089,39
6090,40
6091,41
6092,42
6093,43
6094,44
6095,45
6096,46
6097,47
6098,48
6099,25
6100,26
6101,27
6102,28
6103,29
6104,30
6105,31
6106,32
6107,33
6108,34
6109,35
6110,36
6111,0
6112,0
6113,0
6114,1
6115,2
6116,3
6117,4
6118,5
6119,6
6120,7
6121,8
6122,9
6123,39
6124,40
6125,41
6126,42
6127,43
6128,44
6129,45
6130,46
6131,47
6132,48
6133,49
6134,50
6135,56
6136,57
6137,58
6138,59
6139,60
6140,61
6141,62
6142,63
6143,64
6144,65
6145,66
6146,67
6147,8
6148,9
6149,10
6150,11
6151,12
6152,13
6153,14
6154,15
6155,16
6156,17
6157,18
6158,19
6159,24
6160,25
6161,26
6162,27
6163,28
6164,29
6165,30
6166,31
6167,32
6168,33
6169,34
6170,35
6171,5
6172,6
6173,7
6174,8
6175,9
6176,10
6177,11
6178,12
6179,13
6180,14
6181,15
6182,16
6183,28
6184,29
6185,30
6186,31
6187,32
6188,33
6189,34
6190,35
6191,36
6192,37
6193,38
6194,39
6195,38
6196,39
6197,40
6198,41
6199,42
6200,43
6201,44
6202,45
6203,46
6204,47
6205,48
6206,49
6207,1
6208,2
6209,3
6210,4
6211,5
6212,6
6213,7
6214,8
6215,9
6216,10
6217,24
6218,25
6219,26
6220,27
6221,28
6222,29
6223,30
6224,31
6225,32
6226,33
6227,34
6228,35
6229,17
6230,0
6231,0
6232,0
6233,0
6234,0
6235,0
6236,0
6237,1
6238,2
6239,3
6240,4
6241,5
6242,4
6243,5
6244,6
6245,7
6246,8
6247,9
6248,10
6249,11
6250,12
6251,13
6252,14
6253,15
6254,26
6255,27
6256,28
6257,29
6258,30
6259,31
6260,32
6261,33
6262,34
6263,35
6264,36
6265,37
6266,0
6267,0
6268,0
6269,0
6270,0
6271,0
6272,0
6273,0
6274,0
6275,0
6276,1
6277,2
6278,39
6279,40
6280,41
6281,42
6282,43
6283,44
6284,45
6285,46
6286,0
6287,0
6288,0
6289,0
6290,0
6291,0
6292,0
6293,1
6294,2
6295,3
6296,4
6297,5
6298,1
6299,2
6300,3
6301,4
6302,5
6303,6
6304,7
6305,8
6306,9
6307,10
6308,11
6309,0
6310,0
6311,0
6312,0
6313,0
6314,0
6315,0
6316,0
6317,0
6318,0
6319,1
6320,2
6321,4
6322,5
6323,6
6324,7
6325,8
6326,9
6327,10
6328,11
6329,12
6330,13
6331,24
6332,25
6333,26
6334,27
6335,28
6336,29
6337,30
6338,31
6339,32
6340,33
6341,34
6342,35
6343,19
6344,20
6345,21
6346,22
6347,23
6348,24
6349,25
6350,26
6351,27
6352,28
6353,29
6354,30
6355,28
6356,3
6357,29
6358,4
6359,30
6360,5
6361,6
6362,31
6363,7
6364,8
6365,9
6366,10
6367,11
6368,12
6369,13
6370,14
6371,15
6372,16
6373,17
6374,18
6375,19
6376,20
6377,21
6378,22
6379,23
6380,24
6381,25
6382,26
6383,35
6384,36
6385,37
6386,38
6387,39
6388,40
6389,41
6390,42
6391,43
6392,44
6393,45
6394,46
6395,36
6396,37
6397,38
6398,39
6399,40
6400,41
6401,42
6402,43
6403,44
6404,45
6405,46
6406,47
6407,0
6408,0
6409,0
6410,0
6411,1
6412,2
6413,3
6414,4
6415,5
6416,6
6417,7
6418,8
6419,0
6420,1
6421,2
6422,3
6423,4
6424,5
6425,6
6426,7
6427,8
6428,9
6429,10
6430,11
6431,0
6432,0
6433,0
6434,1
6435,2
6436,0
6437,0
6438,0
6439,0
6440,0
6441,0
6442,0
6443,0
6444,0
6445,1
6446,2
6447,3
6448,1
6449,2
6450,15
6451,16
6452,17
6453,18
6454,19
6455,20
6456,21
6457,22
6458,23
6459,24
6460,25
6461,26
6462,0
6463,0
6464,1
6465,2
6466,0
6467,1
6468,2
6469,3
6470,4
6471,5
6472,23
6473,24
6474,25
6475,26
6476,27
6477,28
6478,29
6479,30
6480,31
6481,32
6482,33
6483,34
6484,16
6485,17
6486,18
6487,19
6488,20
6489,21
6490,22
6491,23
6492,24
6493,25
6494,26
6495,27
6496,25
6497,26
6498,27
6499,28
6500,29
6501,30
6502,31
6503,32
6504,33
6505,34
6506,35
6507,36
6508,15
6509,16
6510,17
6511,18
6512,19
6513,20
6514,21
6515,22
6516,23
6517,24
6518,25
6519,26
6520,0
6521,0
6522,0
6523,0
6524,0
6525,0
6526,0
6527,1
6528,2
6529,3
6530,4
6531,5
6532,16
6533,17
6534,18
6535,19
6536,20
6537,21
6538,22
6539,23
6540,24
6541,25
6542,26
6543,27
6544,0
6545,0
6546,0
6547,0
6548,1
6549,2
6550,3
6551,4
6552,5
6553,6
6554,7
6555,8
6556,1
6557,2
6558,3
6559,4
6560,5
6561,6
6562,7
6563,8
6564,9
6565,10
6566,11
6567,12
6568,13
6569,14
6570,15
6571,16
6572,17
6573,1
6574,2
6575,3
6576,4
6577,5
6578,6
6579,7
6580,8
6581,9
6582,10
6583,11
6584,12
6585,18
6586,19
6587,20
6588,21
6589,22
6590,23
6591,24
6592,25
6593,26
6594,27
6595,28
6596,29
6597,1
6598,2
6599,3
6600,4
6601,5
6602,6
6603,7
6604,8
6605,9
6606,22
6607,23
6608,24
6609,25
6610,26
6611,27
6612,28
6613,29
6614,30
6615,31
6616,32
6617,33
6618,2
6619,3
6620,4
6621,5
6622,6
6623,7
6624,8
6625,9
6626,10
6627,11
6628,12
6629,13
6630,17
6631,18
6632,19
6633,20
6634,21
6635,22
6636,23
6637,24
6638,25
6639,26
6640,27
6641,28
6642,13
6643,14
6644,15
6645,16
6646,17
6647,18
6648,19
6649,20
6650,21
6651,22
6652,23
6653,24
6654,1
6655,2
6656,3
6657,4
6658,5
6659,6
6660,7
6661,8
6662,9
6663,10
6664,43
6665,44
6666,45
6667,46
6668,47
6669,48
6670,49
6671,50
6672,51
6673,52
6674,53
6675,54
6676,2
6677,3
6678,4
6679,5
6680,6
6681,7
6682,8
6683,9
6684,10
6685,11
6686,12
6687,0
6688,0
6689,0
6690,0
6691,1
6692,2
6693,3
6694,4
6695,5
6696,6
6697,7
6698,8
6699,0
6700,1
6701,2
6702,3
6703,4
6704,5
6705,6
6706,7
6707,8
6708,9
6709,10
6710,11
6711,12
6712,13
6713,14
6714,15
6715,16
6716,17
6717,18
6718,19
6719,10
6720,11
6721,12
6722,13
6723,14
6724,15
6725,16
6726,17
6727,18
6728,19
6729,20
6730,21
6731,4
6732,15
6733,16
6734,17
6735,18
6736,19
6737,20
6738,21
6739,22
6740,23
6741,24
6742,25
6743,26
6744,39
6745,40
6746,41
6747,42
6748,43
6749,44
6750,45
6751,46
6752,47
6753,48
6754,49
6755,50
6756,16
6757,17
6758,18
6759,19
6760,20
6761,21
6762,22
6763,23
6764,24
6765,25
6766,26
6767,27
6768,22
6769,23
6770,24
6771,25
6772,26
6773,27
6774,28
6775,29
6776,30
6777,31
6778,32
6779,33
6780,2
6781,3
6782,4
6783,5
6784,6
6785,7
6786,8
6787,9
6788,10
6789,15
6790,16
6791,17
6792,18
6793,19
6794,20
6795,21
6796,22
6797,23
6798,24
6799,25
6800,26
6801,3
6802,4
6803,5
6804,6
6805,7
6806,8
6807,9
6808,10
6809,11
6810,12
6811,13
6812,14
6813,39
6814,40
6815,41
6816,8
6817,9
6818,10
6819,11
6820,12
6821,13
6822,14
6823,15
6824,16
6825,17
6826,18
6827,19
6828,24
6829,25
6830,26
6831,27
6832,28
6833,29
6834,30
6835,31
6836,32
6837,33
6838,34
6839,35
6840,9
6841,10
6842,11
6843,12
6844,13
6845,14
6846,15
6847,16
6848,17
6849,18
6850,19
6851,20
6852,24
6853,25
6854,26
6855,27
6856,28
6857,29
6858,30
6859,31
6860,32
6861,33
6862,34
6863,35
6864,24
6865,25
6866,26
6867,27
6868,28
6869,29
6870,30
6871,31
6872,32
6873,33
6874,34
6875,35
6876,17
6877,18
6878,19
6879,20
6880,21
6881,22
6882,23
6883,24
6884,25
6885,26
6886,27
6887,28
6888,2
6889,3
6890,4
6891,5
6892,6
6893,7
6894,8
6895,9
6896,10
6897,11
6898,12
6899,13
6900,18
6901,19
6902,20
6903,21
6904,22
6905,23
6906,24
6907,25
6908,26
6909,27
6910,28
6911,29
6912,15
6913,16
6914,17
6915,18
6916,19
6917,20
6918,21
6919,22
6920,23
6921,24
6922,25
6923,26
6924,6
6925,7
6926,8
6927,9
6928,10
6929,11
6930,12
6931,13
6932,14
6933,15
6934,16
6935,17
6936,1
6937,2
6938,3
6939,4
6940,5
6941,6
6942,7
6943,8
6944,9
6945,10
6946,11
6947,12
6948,1
6949,2
6950,3
6951,4
6952,5
6953,6
6954,7
6955,37
6956,38
6957,39
6958,40
6959,41
6960,42
6961,43
6962,44
6963,45
6964,46
6965,47
6966,48
6967,23
6968,24
6969,25
6970,26
6971,27
6972,28
6973,29
6974,30
6975,31
6976,32
6977,33
6978,34
6979,27
6980,28
6981,29
6982,30
6983,31
6984,32
6985,33
6986,34
6987,35
6988,36
6989,37
6990,38
6991,39
6992,40
6993,41
6994,42
6995,43
6996,44
6997,45
6998,46
6999,47
7000,48
7001,49
7002,50
7003,38
7004,39
7005,40
7006,41
7007,42
7008,43
7009,44
7010,45
7011,46
7012,47
7013,48
7014,49
7015,18
7016,19
7017,20
7018,21
7019,22
7020,23
7021,24
7022,25
7023,26
7024,27
7025,28
7026,29
7027,8
7028,9
7029,10
7030,11
7031,12
7032,13
7033,14
7034,15
7035,16
7036,17
7037,18
7038,19
7039,10
7040,11
7041,12
7042,13
7043,14
7044,15
7045,16
7046,17
7047,18
7048,19
7049,20
7050,21
7051,1
7052,2
7053,3
7054,4
7055,5
7056,6
7057,7
7058,8
7059,9
7060,10
7061,11
7062,12
7063,4
7064,5
7065,6
7066,7
7067,8
7068,9
7069,10
7070,11
7071,12
7072,13
7073,14
7074,15
7075,0
7076,0
7077,0
7078,0
7079,0
7080,0
7081,0
7082,0
7083,0
7084,1
7085,2
7086,22
7087,23
7088,24
7089,25
7090,26
7091,27
7092,28
7093,29
7094,30
7095,31
7096,32
7097,33
7098,0
7099,0
7100,0
7101,0
7102,0
7103,0
7104,0
7105,0
7106,1
7107,2
7108,3
7109,4
7110,13
7111,14
7112,15
7113,16
7114,17
7115,18
7116,19
7117,20
7118,21
7119,22
7120,23
7121,24
7122,44
7123,45
7124,46
7125,47
7126,48
7127,49
7128,50
7129,51
7130,52
7131,53
7132,54
7133,55
7134,0
7135,0
7136,0
7137,0
7138,0
7139,1
7140,2
7141,3
7142,4
7143,5
7144,6
7145,7
7146,36
7147,37
7148,38
7149,39
7150,40
7151,41
7152,42
7153,43
7154,44
7155,45
7156,46
7157,47
7158,5
7159,6
7160,7
7161,8
7162,9
7163,10
7164,11
7165,12
7166,13
7167,14
7168,15
7169,16
7170,5
7171,6
7172,7
7173,17
7174,18
7175,19
7176,20
7177,21
7178,22
7179,23
7180,24
7181,25
7182,26
7183,27
7184,28
7185,37
7186,38
7187,39
7188,1
7189,2
7190,3
7191,4
7192,5
7193,6
7194,7
7195,8
7196,9
7197,10
7198,11
7199,12
7200,13
7201,14
7202,15
7203,16
7204,17
7205,18
7206,24
7207,25
7208,26
7209,27
7210,28
7211,29
7212,30
7213,31
7214,32
7215,33
7216,34
7217,35
7218,36
7219,37
7220,38
7221,39
7222,40
7223,41
7224,42
7225,43
7226,44
7227,45
7228,46
7229,47
7230,35
7231,36
7232,37
7233,38
7234,39
7235,40
7236,41
7237,42
7238,43
7239,44
7240,45
7241,46
7242,34
7243,35
7244,36
7245,37
7246,38
7247,39
7248,40
7249,41
7250,42
7251,43
7252,44
7253,45
7254,2
7255,3
7256,4
7257,5
7258,6
7259,7
7260,8
7261,9
7262,10
7263,11
7264,12
7265,13
7266,24
7267,25
7268,26
7269,27
7270,28
7271,29
7272,30
7273,31
7274,32
7275,33
7276,34
7277,35
7278,1
7279,2
7280,3
7281,4
7282,5
7283,6
7284,7
7285,8
7286,31
7287,32
7288,33
7289,34
7290,35
7291,36
7292,37
7293,38
7294,39
7295,40
7296,41
7297,42
7298,0
7299,1
7300,2
7301,3
7302,4
7303,5
7304,6
7305,7
7306,8
7307,9
7308,10
7309,11
7310,39
7311,40
7312,41
7313,42
7314,43
7315,44
7316,45
7317,46
7318,47
7319,48
7320,49
7321,50
7322,23
7323,24
7324,25
7325,26
7326,27
7327,28
7328,29
7329,30
7330,31
7331,32
7332,33
7333,34
7334,11
7335,12
7336,13
7337,14
7338,15
7339,16
7340,17
7341,18
7342,19
7343,20
7344,21
7345,22
7346,25
7347,26
7348,27
7349,28
7350,29
7351,30
7352,31
7353,32
7354,33
7355,34
7356,35
7357,36
7358,35
7359,36
7360,37
7361,38
7362,39
7363,40
7364,41
7365,42
7366,43
7367,44
7368,45
7369,46
7370,25
7371,26
7372,27
7373,28
7374,29
7375,30
7376,31
7377,32
7378,33
7379,34
7380,35
7381,36
7382,3
7383,4
7384,5
7385,6
7386,7
7387,8
7388,9
7389,10
7390,11
7391,12
7392,13
7393,14
7394,22
7395,23
7396,24
7397,25
7398,26
7399,27
7400,28
7401,29
7402,30
7403,31
7404,32
7405,33
7406,18
7407,19
7408,20
7409,21
7410,22
7411,23
7412,24
7413,25
7414,26
7415,27
7416,28
7417,29
7418,2
7419,3
7420,4
7421,5
7422,6
7423,7
7424,8
7425,9
7426,10
7427,11
7428,12
7429,13
7430,36
7431,37
7432,38
7433,39
7434,40
7435,41
7436,42
7437,43
7438,44
7439,45
7440,46
7441,47
7442,23
7443,24
7444,25
7445,26
7446,27
7447,28
7448,29
7449,30
7450,31
7451,32
7452,33
7453,34
7454,0
7455,0
7456,0
7457,0
7458,1
7459,2
7460,18
7461,19
7462,20
7463,21
7464,22
7465,23
7466,24
7467,25
7468,26
7469,27
7470,28
7471,29
7472,6
7473,7
7474,8
7475,9
7476,10
7477,11
7478,12
7479,13
7480,14
7481,15
7482,16
7483,17
7484,0
7485,0
7486,0
7487,0
7488,1
7489,2
7490,3
7491,4
7492,5
7493,1
7494,2
7495,3
7496,4
7497,5
7498,6
7499,7
7500,8
7501,9
7502,6
7503,7
7504,8
7505,9
7506,10
7507,11
7508,12
7509,13
7510,14
7511,15
7512,16
7513,17
7514,25
7515,26
7516,27
7517,28
7518,29
7519,30
7520,31
7521,32
7522,33
7523,34
7524,35
7525,36
7526,25
7527,26
7528,27
7529,28
7530,29
7531,30
7532,31
7533,32
7534,33
7535,34
7536,35
7537,36
7538,34
7539,35
7540,36
7541,37
7542,38
7543,39
7544,40
7545,41
7546,42
7547,43
7548,44
7549,45
7550,0
7551,1
7552,2
7553,3
7554,4
7555,5
7556,6
7557,7
7558,8
7559,9
7560,2
7561,3
7562,4
7563,5
7564,6
7565,7
7566,8
7567,9
7568,10
7569,11
7570,12
7571,13
7572,1
7573,2
7574,3
7575,4
7576,5
7577,6
7578,7
7579,8
7580,9
7581,10
7582,11
7583,12
7584,17
7585,11
7586,12
7587,13
7588,14
7589,15
7590,16
7591,17
7592,18
7593,19
7594,20
7595,21
7596,22
7597,0
7598,0
7599,0
7600,1
7601,2
7602,3
7603,4
7604,5
7605,6
7606,7
7607,8
7608,9
7609,0
7610,1
7611,2
7612,3
7613,4
7614,5
7615,16
7616,17
7617,18
7618,19
7619,20
7620,21
7621,22
7622,23
7623,24
7624,25
7625,26
7626,27
7627,9
7628,10
7629,11
7630,12
7631,13
7632,14
7633,15
7634,16
7635,17
7636,18
7637,19
7638,20
7639,37
7640,38
7641,39
7642,40
7643,41
7644,42
7645,43
7646,44
7647,45
7648,46
7649,47
7650,48
7651,17
7652,18
7653,19
7654,20
7655,21
7656,24
7657,25
7658,26
7659,27
7660,28
7661,29
7662,30
7663,31
7664,32
7665,33
7666,34
7667,35
7668,36
7669,37
7670,38
7671,39
7672,40
7673,41
7674,42
7675,43
7676,44
7677,45
7678,46
7679,47
7680,37
7681,38
7682,39
7683,40
7684,41
7685,42
7686,43
7687,44
7688,45
7689,46
7690,47
7691,48
7692,18
7693,19
7694,20
7695,21
7696,22
7697,23
7698,24
7699,25
7700,26
7701,27
7702,28
7703,29
7704,8
7705,9
7706,10
7707,11
7708,12
7709,13
7710,14
7711,15
7712,16
7713,17
7714,18
7715,19
7716,39
7717,40
7718,41
7719,42
7720,43
7721,44
7722,45
7723,46
7724,47
7725,48
7726,49
7727,50
7728,10
7729,11
7730,12
7731,13
7732,14
7733,15
7734,16
7735,17
7736,18
7737,19
7738,20
7739,21
7740,24
7741,25
7742,26
7743,27
7744,28
7745,29
7746,30
7747,31
7748,32
7749,33
7750,34
7751,35
7752,22
7753,23
7754,24
7755,25
7756,26
7757,27
7758,28
7759,29
7760,30
7761,31
7762,32
7763,33
7764,5
7765,6
7766,7
7767,8
7768,9
7769,10
7770,11
7771,12
7772,13
7773,14
7774,15
7775,16
7776,23
7777,24
7778,25
7779,26
7780,27
7781,28
7782,29
7783,30
7784,31
7785,32
7786,33
7787,34
7788,36
7789,37
7790,38
7791,39
7792,40
7793,41
7794,42
7795,43
7796,44
7797,45
7798,46
7799,47
7800,5
7801,6
7802,7
7803,7
7804,8
7805,6
7806,7
7807,8
7808,9
7809,10
7810,11
7811,12
7812,13
7813,14
7814,15
7815,16
7816,17
7817,26
7818,27
7819,28
7820,29
7821,30
7822,31
7823,32
7824,33
7825,34
7826,35
7827,36
7828,37
7829,10
7830,11
7831,12
7832,13
7833,14
7834,15
7835,16
7836,17
7837,18
7838,19
7839,20
7840,21
7841,24
7842,25
7843,26
7844,27
7845,28
7846,29
7847,30
7848,31
7849,32
7850,33
7851,34
7852,35
7853,34
7854,0
7855,0
7856,0
7857,0
7858,0
7859,0
7860,0
7861,0
7862,0
7863,0
7864,1
7865,2
7866,0
7867,0
7868,0
7869,0
7870,0
7871,0
7872,0
7873,1
7874,2
7875,3
7876,4
7877,5
7878,3
7879,4
7880,5
7881,6
7882,7
7883,8
7884,9
7885,10
7886,11
7887,12
7888,13
7889,14
7890,39
7891,40
7892,41
7893,42
7894,43
7895,44
7896,45
7897,46
7898,47
7899,48
7900,49
7901,50
7902,13
7903,14
7904,15
7905,16
7906,17
7907,18
7908,19
7909,20
7910,21
7911,22
7912,23
7913,24
7914,36
7915,37
7916,38
7917,39
7918,40
7919,41
7920,42
7921,43
7922,44
7923,45
7924,46
7925,47
7926,12
7927,13
7928,14
7929,15
7930,16
7931,17
7932,18
7933,19
7934,20
7935,21
7936,22
7937,23
7938,16
7939,17
7940,18
7941,19
7942,20
7943,21
7944,22
7945,23
7946,24
7947,25
7948,26
7949,27
7950,35
7951,36
7952,37
7953,38
7954,39
7955,40
7956,41
7957,42
7958,43
7959,44
7960,45
7961,46
7962,38
7963,39
7964,40
7965,41
7966,42
7967,43
7968,44
7969,45
7970,46
7971,47
7972,48
7973,49
7974,24
7975,25
7976,26
7977,27
7978,28
7979,29
7980,30
7981,31
7982,32
7983,33
7984,34
7985,35
7986,44
7987,45
7988,46
7989,47
7990,48
7991,49
7992,50
7993,51
7994,52
7995,53
7996,54
7997,55
7998,5
7999,6
8000,7
8001,8
8002,9
8003,10
8004,11
8005,12
8006,13
8007,14
8008,15
8009,16
8010,43
8011,44
8012,45
8013,46
8014,47
8015,48
8016,49
8017,23
8018,24
8019,25
8020,26
8021,27
8022,28
8023,29
8024,30
8025,31
8026,32
8027,33
8028,34
8029,3
8030,4
8031,5
8032,6
8033,7
8034,8
8035,9
8036,10
8037,11
8038,12
8039,13
8040,14
8041,41
8042,42
8043,43
8044,44
8045,45
8046,46
8047,47
8048,48
8049,49
8050,13
8051,14
8052,15
8053,16
8054,17
8055,18
8056,19
8057,20
8058,21
8059,22
8060,23
8061,24
8062,15
8063,16
8064,17
8065,18
8066,19
8067,20
8068,21
8069,22
8070,23
8071,24
8072,25
8073,26
8074,43
8075,44
8076,45
8077,46
8078,47
8079,48
8080,49
8081,50
8082,51
8083,52
8084,53
8085,54
8086,2
8087,3
8088,4
8089,5
8090,6
8091,7
8092,8
8093,9
8094,10
8095,11
8096,12
8097,13
8098,4
8099,5
8100,6
8101,7
8102,8
8103,9
8104,10
8105,11
8106,12
8107,13
8108,14
8109,15
8110,2
8111,3
8112,4
8113,5
8114,6
8115,7
8116,8
8117,9
8118,10
8119,11
8120,10
8121,11
8122,12
8123,13
8124,14
8125,15
8126,16
8127,17
8128,18
8129,19
8130,20
8131,21
8132,1
8133,2
8134,3
8135,4
8136,5
8137,6
8138,7
8139,8
8140,9
8141,10
8142,11
8143,25
8144,26
8145,27
8146,28
8147,29
8148,30
8149,31
8150,32
8151,33
8152,34
8153,35
8154,36
8155,1
8156,2
8157,3
8158,4
8159,5
8160,6
8161,7
8162,8
8163,9
8164,10
8165,11
8166,12
8167,2
8168,3
8169,4
8170,5
8171,6
8172,7
8173,8
8174,9
8175,10
8176,11
8177,12
8178,13
8179,7
8180,8
8181,9
8182,10
8183,11
8184,12
8185,13
8186,14
8187,15
8188,16
8189,17
8190,18
8191,24
8192,25
8193,26
8194,27
8195,28
8196,29
8197,30
8198,31
8199,32
8200,33
8201,34
8202,35
8203,2
8204,3
8205,4
8206,5
8207,6
8208,7
8209,8
8210,9
8211,10
8212,11
8213,12
8214,13
8215,23
8216,24
8217,25
8218,26
8219,27
8220,28
8221,29
8222,30
8223,31
8224,32
8225,33
8226,34
8227,3
8228,4
8229,5
8230,6
8231,7
8232,8
8233,9
8234,10
8235,11
8236,12
8237,13
8238,14
8239,1
8240,2
8241,3
8242,4
8243,5
8244,6
8245,7
8246,8
8247,9
8248,10
8249,11
8250,12
8251,12
8252,13
8253,14
8254,15
8255,16
8256,17
8257,18
8258,19
8259,20
8260,21
8261,22
8262,23
8263,23
8264,24
8265,25
8266,26
8267,27
8268,28
8269,29
8270,30
8271,31
8272,32
8273,33
8274,34
8275,38
8276,39
8277,40
8278,41
8279,42
8280,1
8281,2
8282,3
8283,4
8284,5
8285,6
8286,7
8287,8
8288,24
8289,25
8290,26
8291,27
8292,28
8293,29
8294,30
8295,31
8296,32
8297,33
8298,34
8299,35
8300,23
8301,24
8302,25
8303,26
8304,27
8305,28
8306,29
8307,30
8308,31
8309,32
8310,33
8311,34
8312,40
8313,41
8314,42
8315,43
8316,44
8317,45
8318,46
8319,47
8320,48
8321,49
8322,50
8323,51
8324,36
8325,37
8326,38
8327,39
8328,40
8329,41
8330,42
8331,43
8332,44
8333,45
8334,46
8335,47
8336,25
8337,26
8338,27
8339,28
8340,29
8341,30
8342,31
8343,32
8344,33
8345,34
8346,35
8347,36
8348,16
8349,17
8350,18
8351,19
8352,20
8353,21
8354,22
8355,23
8356,24
8357,25
8358,26
8359,27
8360,23
8361,24
8362,25
8363,26
8364,27
8365,28
8366,29
8367,30
8368,31
8369,32
8370,33
8371,34
8372,19
8373,20
8374,1
8375,2
8376,3
8377,4
8378,5
8379,24
8380,25
8381,26
8382,27
8383,28
8384,29
8385,30
8386,31
8387,32
8388,33
8389,34
8390,35
8391,37
8392,38
8393,39
8394,40
8395,41
8396,42
8397,43
8398,44
8399,45
8400,46
8401,47
8402,48
8403,43
8404,44
8405,45
8406,46
8407,47
8408,48
8409,49
8410,50
8411,51
8412,52
8413,53
8414,54
8415,2
8416,3
8417,4
8418,5
8419,6
8420,7
8421,8
8422,9
8423,10
8424,11
8425,12
8426,13
8427,5
8428,6
8429,7
8430,8
8431,9
8432,10
8433,11
8434,12
8435,13
8436,14
8437,15
8438,16
8439,38
8440,39
8441,40
8442,41
8443,42
8444,43
8445,44
8446,45
8447,46
8448,47
8449,48
8450,49
8451,0
8452,0
8453,0
8454,0
8455,0
8456,0
8457,0
8458,0
8459,1
8460,2
8461,3
8462,4
8463,25
8464,26
8465,27
8466,28
8467,29
8468,30
8469,31
8470,32
8471,33
8472,34
8473,35
8474,36
8475,17
8476,18
8477,19
8478,20
8479,21
8480,0
8481,1
8482,2
8483,3
8484,4
8485,5
8486,6
8487,7
8488,0
8489,0
8490,0
8491,0
8492,0
8493,1
8494,2
8495,3
8496,4
8497,5
8498,6
8499,7
8500,0
8501,0
8502,0
8503,0
8504,0
8505,1
8506,2
8507,3
8508,4
8509,5
8510,6
8511,7
8512,28
8513,29
8514,30
8515,31
8516,32
8517,33
8518,34
8519,35
8520,36
8521,37
8522,38
8523,39
8524,1
8525,2
8526,3
8527,4
8528,5
8529,6
8530,7
8531,8
8532,9
8533,10
8534,11
8535,12
8536,13
8537,14
8538,15
8539,16
8540,17
8541,18
8542,11
8543,12
8544,13
8545,14
8546,15
8547,16
8548,17
8549,18
8550,19
8551,20
8552,21
8553,22
8554,0
8555,0
8556,1
8557,2
8558,3
8559,4
8560,5
8561,6
8562,7
8563,8
8564,9
8565,10
8566,23
8567,24
8568,25
8569,26
8570,27
8571,28
8572,29
8573,30
8574,31
8575,32
8576,33
8577,34
8578,25
8579,26
8580,27
8581,28
8582,29
8583,30
8584,31
8585,32
8586,33
8587,34
8588,35
