회사명,거래소코드,회계년도,기업가치(EV)(IFRS),EBITDA(IFRS),EBITDA/매출액(IFRS),EV/EBITDA(IFRS),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결),투자활동으로 인한 현금흐름(*)(요약)(IFRS연결),재무활동으로 인한 현금흐름(*)(요약)(IFRS연결),현금및현금성자산의 증가(요약)(IFRS연결)
삼아알미늄(주),006110,2012/12,63095.39,10690.52,7.12,5.9,14.06,9.58,0.36,0.24,2.17,1.48,0.26,0.18,,,,
삼아알미늄(주),006110,2013/12,81253.33,7110.05,5.51,11.43,93,69.53,0.32,0.24,3.76,2.81,0.27,0.2,,,,
삼아알미늄(주),006110,2014/12,86255.47,4988.45,3.99,17.29,42.43,31.6,0.35,0.26,0,0,0.3,0.22,,,,
삼아알미늄(주),006110,2015/12,94790.82,4371.63,3.52,21.68,0,0,0.49,0.28,16.76,9.62,0.41,0.24,,,,
삼아알미늄(주),006110,2016/12,100445.98,10298.23,7.97,9.75,55.83,32,0.54,0.31,8.01,4.59,0.44,0.25,,,,
삼아알미늄(주),006110,2017/12,91597.21,10395.12,7.6,8.81,397.08,279.77,0.48,0.34,13.88,9.78,0.36,0.25,,,,
삼아알미늄(주),006110,2018/12,107660.04,12686.92,8.45,8.49,26.74,12.34,0.71,0.33,14.46,6.67,0.49,0.23,6170,-7360,-3175,-4371
삼아알미늄(주),006110,2019/12,112052.27,13684.21,9.43,8.19,12.75,8.46,0.59,0.39,6.46,4.28,0.44,0.29,9396,-10052,1289,621
삼아알미늄(주),006110,2020/12,192718.48,16508.6,10.61,11.67,40.41,7.85,1.3,0.25,12.44,2.41,0.91,0.18,11376,-11726,-1393,-1753
삼아알미늄(주),006110,2021/12,356352.54,25720.65,12.04,13.85,41.27,8.28,4.19,0.84,32.29,6.48,2.35,0.47,15830,-7759,-5651,2418
삼양식품(주),003230,2011/12,323012.18,18658.91,6.33,17.31,43.75,11.61,2.93,0.78,18.9,5.02,1.45,0.38,23188,-25377,6964,4771
삼양식품(주),003230,2012/12,226536.01,11966.83,3.8,18.93,57.59,24.98,2.25,0.98,148.57,64.45,1.08,0.47,3657,-6602,-23153,-26099
삼양식품(주),003230,2013/12,208889.88,16870.84,5.76,12.38,37.42,25.61,1.43,0.98,16.18,11.07,0.75,0.52,14841,9072,-2847,20934
삼양식품(주),003230,2014/12,194936.85,14907.97,4.87,13.08,33.01,20.92,1.56,0.99,26.9,17.05,0.81,0.51,12279,-19837,-2455,-10141
삼양식품(주),003230,2015/12,238537.97,12468.15,4.38,19.13,0,0,1.6,1,18.94,11.93,0.86,0.54,13072,-6982,-2434,3789
삼양식품(주),003230,2016/12,321302.42,27697.02,7.82,11.6,23.79,9.11,2.55,0.98,12.67,4.86,1.2,0.46,37171,-17656,-2857,17164
삼양식품(주),003230,2017/12,748599.82,46606.84,10.26,16.06,27.84,10.24,3.98,1.46,17.53,6.45,1.65,0.61,43580,-45587,12149,8801
삼양식품(주),003230,2018/12,400470.22,59456.28,12.81,6.74,25.91,11.05,4.07,1.74,25.79,11,1.91,0.81,37992,-22966,-11175,3826
삼양식품(주),003230,2019/12,662337.41,76028.2,14.21,8.71,13.98,6.93,2.77,1.37,16.29,8.08,1.34,0.66,52513,-12284,-5606,34365
삼양식품(주),003230,2020/12,739667.54,90807.06,14.26,8.15,18.22,8.87,3.43,1.67,15,7.31,1.66,0.81,80883,-66182,3459,16557
삼양식품(주),003230,2021/12,807594.33,68830.27,10.91,11.73,15.9,11.88,2.25,1.68,14.69,10.97,1.24,0.92,58358,-173075,125202,10455
삼양통상(주),002170,2011/12,85426.39,12557.1,7.9,6.8,7.11,5.76,0.36,0.29,14.73,11.93,0.46,0.37,4623,-6247,1508,85
삼양통상(주),002170,2012/12,85891.43,5951.25,3.77,14.43,21.41,12.54,0.49,0.29,9.77,5.72,0.63,0.37,11340,-10949,1507,1768
삼양통상(주),002170,2013/12,115531.11,2516.8,1.55,45.9,43.25,32.03,0.41,0.3,0,0,0.52,0.38,-15930,1643,11276,-3043
삼양통상(주),002170,2014/12,306439.75,11375.68,5.78,26.94,26.57,7.43,1.26,0.35,0,0,1.36,0.38,-2313,-3534,7455,1661
삼양통상(주),002170,2015/12,200290.07,14892.65,6.96,13.45,34.69,10.64,1.71,0.53,0,0,1.77,0.54,-20506,11594,6991,-1890
삼양통상(주),002170,2016/12,167734.67,34465.02,18.17,4.87,7.59,5.42,0.73,0.52,4.32,3.09,0.93,0.66,43535,8285,-45081,6740
삼양통상(주),002170,2017/12,130215.85,32934.09,19.62,3.95,6.9,5.04,0.64,0.47,5.79,4.23,1,0.73,32694,-27366,-3628,1673
삼양통상(주),002170,2018/12,130566.76,34344.78,18.79,3.8,5.41,4.33,0.5,0.4,3.31,2.65,0.78,0.62,42698,-35347,-5791,1584
삼양통상(주),002170,2019/12,187388.62,52438.73,27.31,3.57,5.21,2.86,0.7,0.39,4.41,2.42,1.17,0.64,52179,-48445,-7850,-4132
삼양통상(주),002170,2020/12,193856.28,59048.16,29.79,3.28,4.17,2.13,0.57,0.29,4.97,2.54,1.05,0.54,40655,-36822,-2479,1392
삼양통상(주),002170,2021/12,189722.54,37264.57,19.41,5.09,8.69,5.41,0.68,0.42,16.61,10.33,1.39,0.86,19559,-22048,4785,2473
삼영무역(주),002810,2011/12,95039.8,8973.91,3.24,10.59,12.66,8.8,0.7,0.48,41.92,29.13,0.41,0.28,3011,-1523,-6866,-4888
삼영무역(주),002810,2012/12,154731.57,5876.46,2.16,26.33,11.75,5.1,1.11,0.48,31.61,13.72,0.73,0.32,7130,1012,-8800,-942
삼영무역(주),002810,2013/12,255156.18,4418.33,1.67,57.75,23.25,9.75,1.87,0.79,46.18,19.37,1.35,0.57,7941,-4236,-3035,723
삼영무역(주),002810,2014/12,358629.39,5096.3,1.94,70.37,29.27,17.77,2.06,1.25,31.22,18.95,1.58,0.96,13959,20727,-2003,32778
삼영무역(주),002810,2015/12,361126.31,2965.12,1.33,121.79,29.71,20.3,1.97,1.35,50.59,34.56,1.86,1.27,9986,-5195,-3204,1682
삼영무역(주),002810,2016/12,237516.45,5185.26,2.33,45.81,25.57,16.79,1.79,1.18,153.35,100.68,1.83,1.2,4013,13657,534,17977
삼영무역(주),002810,2017/12,263178.48,8532.54,3.32,30.84,22.87,18.54,1.41,1.14,1846.73,1496.49,1.3,1.05,1257,-21187,-4501,-24835
삼영무역(주),002810,2018/12,213318.11,5977.67,2.24,35.69,6.42,3.99,1.19,0.74,50.21,31.21,1.26,0.78,8903,-12366,-5670,-9188
삼영무역(주),002810,2019/12,265961.22,7917.73,3.21,33.59,9.45,7.49,0.98,0.77,50.71,40.21,1.21,0.96,8166,8474,-8285,8661
삼영무역(주),002810,2020/12,240835.08,8909.09,4.1,27.03,21.3,12.55,1.04,0.61,638.36,376.28,1.45,0.85,18406,13545,-18139,13627
삼영무역(주),002810,2021/12,235087.12,13340.9,4.55,17.62,10.47,7.91,1.01,0.76,0,0,1.12,0.85,9,19128,-18492,1822
삼영전자공업(주),005680,2011/12,169550.88,35772.1,13.8,4.74,12.98,7.49,0.68,0.39,7.85,4.53,0.99,0.57,38239,-26413,-6694,5119
삼영전자공업(주),005680,2012/12,160028.37,26487.27,11.39,6.04,23.2,16.4,0.58,0.41,7.87,5.56,0.95,0.67,28437,-29690,-4242,-5510
삼영전자공업(주),005680,2013/12,165791.95,24220.78,10.73,6.85,15.95,13.14,0.5,0.41,6.3,5.19,0.87,0.71,36248,-19659,-3387,13226
삼영전자공업(주),005680,2014/12,215639.6,23257.29,10.48,9.27,16.31,10.72,0.68,0.45,8.88,5.84,1.25,0.82,35305,-30171,-4426,1136
삼영전자공업(주),005680,2015/12,247187.13,17369.3,9.14,14.23,31.45,19.9,0.86,0.54,10.29,6.51,1.86,1.18,30873,-44377,-3855,-17011
삼영전자공업(주),005680,2016/12,235042.57,12089.3,6.57,19.44,23.78,18.64,0.63,0.49,17.65,13.84,1.43,1.12,21722,-11447,-4095,5630
삼영전자공업(주),005680,2017/12,253800.5,12797.85,6.56,19.83,24.31,18.62,0.7,0.54,24.8,19,1.53,1.17,14718,-14816,-3915,-4984
삼영전자공업(주),005680,2018/12,222637.04,14008.59,6.67,15.89,27.5,15.26,0.83,0.46,38.54,21.39,1.73,0.96,11568,-7417,-5124,527
삼영전자공업(주),005680,2019/12,168353.25,6191.99,3.61,27.19,31.18,20.06,0.61,0.39,15.29,9.83,1.56,1.01,22486,-16639,-5120,717
삼영전자공업(주),005680,2020/12,196335.58,10455.17,6.01,18.78,19.37,10.52,0.48,0.26,10.8,5.86,1.23,0.67,20481,-20143,-4297,-3661
삼영전자공업(주),005680,2021/12,215658.97,18364.22,8.99,11.74,17.39,11.75,0.64,0.43,17.72,11.97,1.42,0.96,18766,-12349,-5594,2219
삼영화학공업(주),003720,2011/12,206290.74,33472.14,15.2,6.16,58.4,5.77,10.37,1.02,90.56,8.95,6.01,0.59,10174,-24733,8834,-5725
삼영화학공업(주),003720,2012/12,117548.8,13482.65,7.88,8.72,24.83,11.97,1.62,0.78,11.82,5.7,1.27,0.61,14684,-8015,-10925,-4257
삼영화학공업(주),003720,2013/12,69541.88,2902.87,1.91,23.96,0,0,0.91,0.5,21.93,12.07,0.79,0.43,7549,-4466,-3818,-734
삼영화학공업(주),003720,2014/12,68460.78,-2154.12,-1.64,0,0,0,0.7,0.41,0,0,0.64,0.37,-3847,-12171,9281,-6738
삼영화학공업(주),003720,2015/12,77876.54,1202.21,1.27,64.78,0,0,0.65,0.41,27.51,17.37,0.79,0.5,4957,-4990,-485,-523
삼영화학공업(주),003720,2016/12,65675.34,6218.42,6.64,10.56,0,0,0.87,0.55,15.82,9.91,0.78,0.49,8506,-1993,-5084,1423
삼영화학공업(주),003720,2017/12,47023.39,-176.59,-0.2,0,0,0,1.15,0.64,0,0,0.69,0.38,-5659,7715,4553,6488
삼영화학공업(주),003720,2018/12,41063.52,1030.5,1.15,39.85,0,0,0.96,0.5,0,0,0.49,0.26,-3769,-3617,1433,-5953
삼영화학공업(주),003720,2019/12,49482.66,4858.56,5.3,10.18,0,0,1.01,0.58,13.91,8,0.48,0.28,5352,-8571,307,-2911
삼영화학공업(주),003720,2020/12,97526,5728.07,5.9,17.03,443.35,114.48,2.16,0.56,12.48,3.22,0.98,0.25,10777,-7401,-980,2368
삼영화학공업(주),003720,2021/12,110128.63,7386.19,6.84,14.91,46.49,23.98,3.32,1.71,21.66,11.17,1.5,0.77,7116,-7978,3553,2271
삼익티에이치케이(주),004380,2011/12,201780.27,42559.48,15.39,4.74,10.5,4.52,2.38,1.03,4.66,2.01,0.93,0.4,,,,
삼익티에이치케이(주),004380,2012/12,152405.21,13886.44,7.43,10.98,20.18,11.22,1.72,0.95,8.07,4.49,1.03,0.57,,,,
삼익티에이치케이(주),004380,2013/12,183866.66,27728.28,14.1,6.63,10.05,6.56,1.41,0.92,6.64,4.33,0.88,0.58,,,,
삼익티에이치케이(주),004380,2014/12,183958.03,25816.42,13.7,7.13,11.89,8.87,1.59,1.19,9.98,7.44,1.11,0.83,,,,
삼익티에이치케이(주),004380,2015/12,180573.94,32640.73,14.19,5.53,11.07,8.94,1.38,1.11,8.92,7.21,0.86,0.69,,,,
삼익티에이치케이(주),004380,2016/12,246754.06,30613.96,12.19,8.06,17.33,10.18,1.89,1.11,0,0,1.14,0.67,,,,
삼익티에이치케이(주),004380,2017/12,488326.85,44901.02,12.1,10.88,17.81,7.4,2.93,1.22,12.16,5.05,1.36,0.56,,,,
삼익티에이치케이(주),004380,2018/12,269159.69,36604.78,12.93,7.35,33.75,11.04,3.38,1.11,28.84,9.43,2.16,0.71,,,,
삼익티에이치케이(주),004380,2019/12,375445.18,19857.54,8.56,18.91,109.01,59.04,1.93,1.05,0,0,1.53,0.83,,,,
삼익티에이치케이(주),004380,2020/12,353074.4,17994.67,6.82,19.62,71.13,35.28,1.71,0.85,9.7,4.81,1.2,0.6,,,,
삼익티에이치케이(주),004380,2021/12,368472.08,28266.43,9.1,13.04,29.33,18.84,1.82,1.17,7.43,4.77,1.12,0.72,,,,
삼일제약(주),000520,2011/12,55874.18,-4041.01,-4.34,0,0,0,0.51,0.37,0,0,0.34,0.25,-4557,10729,-3872,2300
삼일제약(주),000520,2012/12,42136.95,3557.36,4.02,11.85,0,0,0.54,0.38,4.31,3.03,0.35,0.25,5023,12516,-8304,9235
삼일제약(주),000520,2013/12,34130.58,3321.14,3.86,10.28,5.16,3.64,0.53,0.37,0,0,0.39,0.28,-3990,20206,-6135,9969
삼일제약(주),000520,2014/12,66284.27,-4995.26,-5.9,0,0,0,0.71,0.56,0,0,0.44,0.34,-11923,-17471,7316,-22079
삼일제약(주),000520,2015/12,65171.65,4846.53,5.54,13.45,105.93,44.03,1.37,0.57,21.47,8.92,0.8,0.33,2920,9546,-10340,2126
삼일제약(주),000520,2016/12,70789.41,6925.18,7.2,10.22,79.19,44.32,1.36,0.76,12.32,6.9,0.71,0.4,5634,-2858,-132,2757
삼일제약(주),000520,2017/12,107474.01,4947.93,5.41,21.72,0,0,1.22,0.79,15.05,9.78,0.65,0.42,3791,-37499,28531,-5176
삼일제약(주),000520,2018/12,199843.77,-2027.36,-2.15,0,0,0,6.5,0.85,0,0,3.73,0.49,-2622,-14766,19453,1998
삼일제약(주),000520,2019/12,219425.37,8910.83,7.38,24.62,304.44,117.04,4.41,1.69,33.47,12.87,2.18,0.84,10590,-26052,29064,13729
삼일제약(주),000520,2020/12,217466.91,10929.19,8.91,19.9,119.85,42.35,2.96,1.05,22.02,7.78,1.5,0.53,7775,-4589,-3323,-721
삼일제약(주),000520,2021/12,236545.58,5454.43,4.07,43.37,0,0,4.76,1.52,112.56,35.89,2.23,0.71,1417,-45308,31874,-12005
삼정펄프(주),009770,2011/12,51494.59,20807.55,12.69,2.47,4.66,3.02,0.63,0.41,4.33,2.81,0.48,0.31,,,,
삼정펄프(주),009770,2012/12,82087.28,22382.58,13.88,3.67,6.4,3.64,0.77,0.44,4.73,2.69,0.67,0.38,,,,
삼정펄프(주),009770,2013/12,110608.5,20030.51,13.82,5.52,11.11,8.02,0.98,0.71,8.56,6.18,1.01,0.73,,,,
삼정펄프(주),009770,2014/12,95963.58,15941.63,10.97,6.02,18.28,14.77,0.78,0.63,10.87,8.78,0.83,0.67,,,,
삼정펄프(주),009770,2015/12,82549.31,16043.34,10.55,5.15,13.05,10.77,0.65,0.54,5.61,4.63,0.68,0.56,,,,
삼정펄프(주),009770,2016/12,105193.26,20194.64,13.28,5.21,5.87,4.35,0.65,0.48,4.51,3.34,0.75,0.55,25170,-22099,-3036,35
삼정펄프(주),009770,2017/12,95813.69,15691.61,10.94,6.11,11.95,9.76,0.69,0.56,17.05,13.92,0.87,0.71,7310,-1997,-9233,-3920
삼정펄프(주),009770,2018/12,77308.54,3290.34,2.43,23.5,0,0,0.6,0.42,59.18,40.86,0.8,0.55,1835,-1661,-3384,-2629
삼정펄프(주),009770,2019/12,74181.17,13183.63,8.96,5.63,20.07,16.43,0.51,0.42,5.57,4.56,0.64,0.52,,,,
삼정펄프(주),009770,2020/12,56735.96,19764.96,13.51,2.87,3.07,1.68,0.4,0.22,5.98,3.26,0.56,0.31,,,,
삼정펄프(주),009770,2021/12,55830.45,6574.69,4.76,8.49,13.87,8.29,0.5,0.3,61.46,36.73,0.76,0.46,,,,
삼진제약(주),005500,2011/12,152606.67,27148.64,13.46,5.62,22.83,12.79,1.41,0.79,12.73,7.13,0.8,0.45,,,,
삼진제약(주),005500,2012/12,188544.44,21398.31,11.52,8.81,17.64,9.98,1.76,1,5.53,3.13,1.01,0.57,,,,
삼진제약(주),005500,2013/12,245775.47,35452.65,18.46,6.93,29.46,17.64,2.19,1.31,31.48,18.85,1.21,0.72,,,,
삼진제약(주),005500,2014/12,327766.83,37680.48,18.72,8.7,19.29,9.29,3.42,1.65,12.33,5.94,1.99,0.96,,,,
삼진제약(주),005500,2015/12,351288.23,42507.33,19.63,8.26,17.3,10.41,3.42,2.06,24.7,14.86,2.16,1.3,,,,
삼진제약(주),005500,2016/12,480115,48979.78,20.47,9.8,16.81,10.32,3.23,1.98,10.43,6.4,2.12,1.3,,,,
삼진제약(주),005500,2017/12,480400.18,53580.53,21.85,8.97,14.74,12.08,2.94,2.41,14.15,11.59,2.15,1.76,,,,
삼진제약(주),005500,2018/12,527385.24,65798.96,25.31,8.02,35.34,19.17,4.72,2.56,29.99,16.26,3.47,1.88,,,,
삼진제약(주),005500,2019/12,316398.36,51368.4,21.23,6.16,52.24,26.91,3.45,1.77,26.26,13.53,2.57,1.32,,,,
삼진제약(주),005500,2020/12,368141,38732.28,16.47,9.5,16.13,7.93,2.3,1.13,18.85,9.26,1.91,0.94,,,,
삼진제약(주),005500,2021/12,407967.86,41271.89,16.5,9.88,14.93,11.4,1.98,1.51,17.69,13.51,1.7,1.3,,,,
삼호개발(주),010960,2011/12,59867.32,5765.43,3.14,10.38,13.09,6.27,0.74,0.36,10.96,5.25,0.46,0.22,4731,-5610,-360,-1238
삼호개발(주),010960,2012/12,52223,13825.02,6.63,3.78,8.26,4.47,0.68,0.37,6.21,3.36,0.4,0.22,15140,-5789,-6956,2395
삼호개발(주),010960,2013/12,71094.35,9544.13,4.14,7.45,11.44,7.74,0.58,0.39,15.15,10.25,0.32,0.21,1881,-9381,735,-6765
삼호개발(주),010960,2014/12,74930.1,8666.5,4.19,8.65,28.83,19.04,0.73,0.48,4.15,2.74,0.44,0.29,20656,-5808,-12246,2602
삼호개발(주),010960,2015/12,70044.1,14213.99,5.39,4.93,14.31,8.67,0.89,0.54,2.49,1.51,0.44,0.26,45216,-24010,-6855,14351
삼호개발(주),010960,2016/12,78794.81,23431.1,8.64,3.36,6.91,5.1,0.67,0.5,5.89,4.34,0.37,0.27,16768,-34847,7227,-10853
삼호개발(주),010960,2017/12,104746.75,26220.69,9.97,3.99,6.06,3.57,0.84,0.49,10.68,6.29,0.53,0.31,5453,-3479,-1884,91
삼호개발(주),010960,2018/12,116891.61,24659.69,8.32,4.74,9.39,4.31,1.1,0.51,29.86,13.71,0.67,0.31,6971,-1752,-6834,-1614
삼호개발(주),010960,2019/12,99010.72,23831.26,6.6,4.15,6.98,4.49,0.81,0.52,5.42,3.48,0.43,0.28,30248,-18347,-5914,5988
삼호개발(주),010960,2020/12,97955.5,13061.75,3.67,7.5,9.75,5.17,0.69,0.36,0,0,0.4,0.21,-5601,10519,-8038,-3121
삼호개발(주),010960,2021/12,127430.94,13274,4.27,9.6,14.99,8.52,0.85,0.48,0,0,0.59,0.33,-9093,5501,-9362,-12954
삼화왕관(주),004450,2011/12,36787.44,12667.59,13.88,2.9,6.82,4.64,0.58,0.39,5.19,3.53,0.58,0.39,,,,
삼화왕관(주),004450,2012/12,35257.91,12708.95,13.64,2.77,6.29,5.24,0.5,0.41,4.98,4.15,0.51,0.43,,,,
삼화왕관(주),004450,2013/12,48365.28,14425.6,15.41,3.35,9.03,5.67,0.65,0.41,6.2,3.89,0.71,0.45,,,,
삼화왕관(주),004450,2014/12,65672.09,14876.21,15.45,4.41,10.83,6.59,0.78,0.48,5.72,3.48,0.89,0.54,,,,
삼화왕관(주),004450,2015/12,82445.95,17150.92,17.69,4.81,13.01,6.86,1.07,0.57,8.68,4.58,1.3,0.69,,,,
삼화왕관(주),004450,2016/12,78533.52,18221.92,17.93,4.31,12.69,8.2,1.02,0.66,8.71,5.63,1.24,0.8,,,,
삼화왕관(주),004450,2017/12,91472.12,15754.84,15.02,5.81,16.63,11.11,1.08,0.72,16.53,11.05,1.33,0.89,,,,
삼화왕관(주),004450,2018/12,76753.59,15896.07,14.71,4.83,12.15,9.2,0.89,0.68,8.04,6.08,1.11,0.84,,,,
삼화왕관(주),004450,2019/12,144295.77,15731.44,14.26,9.17,11.4,10.2,0.75,0.67,6.58,5.89,0.95,0.85,16363,-78614,44977,-17274
삼화왕관(주),004450,2020/12,139114.84,15605.36,14.65,8.91,0,0,0.8,0.51,9.3,5.88,1.02,0.65,14423,-25954,6161,-5538
삼화왕관(주),004450,2021/12,140236.5,14415.91,12.63,9.73,19.06,15.01,0.73,0.58,10.23,8.05,0.89,0.7,13699,-5918,-5691,2285
삼화전기(주),009470,2011/12,77976.55,3270.1,2.28,23.85,0,0,1.79,0.76,12.57,5.32,0.37,0.16,3688,-1292,-1562,1064
삼화전기(주),009470,2012/12,69487.23,6659.54,4.52,10.43,259.22,148.35,1.13,0.65,13.03,7.46,0.22,0.13,-3869,7974,-6513,-2668
삼화전기(주),009470,2013/12,82666.8,5308.77,3.54,15.57,0,0,2.87,0.73,32.61,8.27,0.51,0.13,11236,-1608,-7471,2151
삼화전기(주),009470,2014/12,75717.05,4643.92,3.42,16.3,0,0,2.4,1,8.68,3.63,0.45,0.19,8685,-1529,-6757,538
삼화전기(주),009470,2015/12,74151.99,2097.5,1.54,35.35,0,0,1.89,1.06,10.18,5.72,0.31,0.17,7502,-1302,-5079,1332
삼화전기(주),009470,2016/12,68416.2,3319.2,2.3,20.61,0,0,2.02,1.12,5.71,3.17,0.3,0.17,7529,462,-7935,-92
삼화전기(주),009470,2017/12,144712.84,6927.61,4.5,20.89,17.9,4.83,3.64,0.98,16.35,4.41,0.85,0.23,13673,-2101,-7167,4066
삼화전기(주),009470,2018/12,160387.74,6105.23,4.22,26.27,83.57,24.58,8.48,2.49,42.66,12.55,2.41,0.71,9898,-1535,-7995,362
삼화전기(주),009470,2019/12,115895.09,6063.58,4.12,19.11,62.02,30.89,4.08,2.03,34.81,17.34,1.17,0.58,6794,-6044,-5012,-4031
삼화전기(주),009470,2020/12,146014.96,4085.93,2.7,35.74,64.84,21.56,3.3,1.1,16.91,5.63,0.98,0.33,12763,-5095,-4186,3421
삼화전기(주),009470,2021/12,206998.81,19587.82,10.43,10.57,20.59,10.4,4.59,2.32,27.48,13.88,1.36,0.69,15253,-9582,-4963,1110
삼화전자공업(주),011230,2011/12,57183.03,2944.22,7.02,19.42,0,0,0.77,0.42,17.04,9.34,0.6,0.33,4171,-5652,1689,250
삼화전자공업(주),011230,2012/12,56849.93,-409.14,-1.05,0,0,0,0.85,0.48,0,0,0.59,0.33,-2051,1668,-11,-427
삼화전자공업(주),011230,2013/12,59504.51,1901.22,5.52,31.3,0,0,1.53,0.57,133.12,50.07,1.16,0.44,2040,-1806,-444,-169
삼화전자공업(주),011230,2014/12,56538.96,486.23,1.61,116.28,0,0,2.58,1.32,55.19,28.12,0.8,0.41,-61,-2110,1940,-166
삼화전자공업(주),011230,2015/12,61214.39,-2979.79,-12.8,0,0,0,3.45,1.7,0,0,1.23,0.61,-82,2206,-1603,549
삼화전자공업(주),011230,2016/12,63633.19,2227.57,7.95,28.57,0,0,4.74,2.48,26.73,13.99,1.3,0.68,2029,-2076,-566,-651
삼화전자공업(주),011230,2017/12,58366.2,1456.98,4.68,40.06,0,0,21.73,5.04,61.03,14.16,2.74,0.64,3248,-1632,-1336,238
삼화전자공업(주),011230,2018/12,37158.58,22.87,0.07,1624.63,0,0,6.42,1.26,0,0,3.07,0.6,85,-2086,5559,3378
삼화전자공업(주),011230,2019/12,42311.74,1516.34,4.78,27.9,0,0,3.2,1.79,0,0,1.29,0.72,-1677,495,-1469,-2663
삼화전자공업(주),011230,2020/12,58236.72,851.42,2.65,68.4,0,0,4.57,1.2,0,0,1.62,0.42,-1416,-813,1373,-871
삼화전자공업(주),011230,2021/12,62434.68,-393.02,-1.07,0,0,0,3.05,2.04,0,0,1.39,0.93,-1095,-2099,3547,277
삼화콘덴서공업(주),001820,2011/12,112210.12,10496.17,8.76,10.69,151.6,59.7,2.94,1.16,12.8,5.04,1.12,0.44,13141,-16625,7151,3426
삼화콘덴서공업(주),001820,2012/12,100247.12,12516.63,10.63,8.01,68.07,44.82,1.78,1.17,9.41,6.2,0.71,0.47,10686,-6040,-7392,-2754
삼화콘덴서공업(주),001820,2013/12,93421.89,11924.73,9.76,7.83,1457.02,893.45,1.82,1.12,9.7,5.95,0.72,0.44,10389,-9348,-2742,-1860
삼화콘덴서공업(주),001820,2014/12,68884.6,3018.89,2.72,22.82,0,0,1.75,0.97,38.46,21.24,0.61,0.34,3654,-1580,702,2683
삼화콘덴서공업(주),001820,2015/12,149726.77,9713.79,8.36,15.41,66.12,19.89,3.16,0.95,10.57,3.18,1.08,0.33,13754,-7747,-7698,-1812
삼화콘덴서공업(주),001820,2016/12,139166.35,11609.12,9.04,11.99,41.48,20.81,3.71,1.86,14.58,7.31,1.28,0.64,12709,-5330,-5322,2081
삼화콘덴서공업(주),001820,2017/12,462408.8,22313.32,14.55,20.72,35.71,6.98,8.56,1.67,26.14,5.11,3.23,0.63,20710,-11157,-5979,3547
삼화콘덴서공업(주),001820,2018/12,553905.68,83442.86,36.83,6.64,18.7,5.99,9.99,3.2,19.41,6.22,5.02,1.61,60908,-43092,-3505,14335
삼화콘덴서공업(주),001820,2019/12,542403,42939.22,22.86,12.63,25.22,13.66,5.16,2.8,32.18,17.43,3.79,2.05,26062,-27470,-4437,-5330
삼화콘덴서공업(주),001820,2020/12,677649.78,37048.51,19.61,18.29,33.41,15.77,4.6,2.17,26.86,12.68,3.85,1.82,32120,-11153,-3682,16769
삼화콘덴서공업(주),001820,2021/12,604178.17,44673.1,21.14,13.52,32.03,20.24,4.7,2.97,22.35,14.13,4.02,2.54,35531,-23428,-3783,8357
삼화페인트공업(주),000390,2011/12,140802.67,23363.5,5.94,6.03,9.22,6.36,0.5,0.35,3.01,2.08,0.25,0.17,31904,-9590,-16129,6186
삼화페인트공업(주),000390,2012/12,160144.21,24663.46,6,6.49,8.13,5.84,0.51,0.36,3.96,2.84,0.25,0.18,30540,-25076,3107,8566
삼화페인트공업(주),000390,2013/12,306751.84,31277.67,6.92,9.81,17.78,6.11,1.27,0.44,13.7,4.71,0.61,0.21,30423,-27541,1941,4761
삼화페인트공업(주),000390,2014/12,403058.43,29382.38,6.29,13.72,18.62,10.42,1.75,0.98,11.09,6.2,0.86,0.48,50504,-31876,-8484,10126
삼화페인트공업(주),000390,2015/12,364002.29,25078.93,5.53,14.51,26.7,11.89,2.5,1.11,19.08,8.5,1.28,0.57,29223,-31482,-1275,-3352
삼화페인트공업(주),000390,2016/12,351975.27,27955.9,6.32,12.59,19.41,13.34,1.4,0.96,28.14,19.34,0.78,0.54,10153,-25480,1045,-14282
삼화페인트공업(주),000390,2017/12,280464.88,25047.46,5.57,11.2,38.14,27.82,1.01,0.74,8.18,5.96,0.57,0.42,29313,-20807,-10686,-2266
삼화페인트공업(주),000390,2018/12,285318.86,20067.5,4.21,14.22,90.92,42.34,1.08,0.5,16.24,7.56,0.57,0.26,9479,-5860,2135,5766
삼화페인트공업(주),000390,2019/12,231283.35,21381.36,4.51,10.82,74.46,46.72,0.78,0.49,8.29,5.2,0.41,0.26,25779,-10313,-8022,7391
삼화페인트공업(주),000390,2020/12,466742.46,21582.72,4.49,21.63,136.75,26.13,2.08,0.4,16.17,3.09,1.11,0.21,33500,-33916,9049,8571
삼화페인트공업(주),000390,2021/12,374751.46,11519.37,2.12,32.53,0,0,1.81,0.87,0,0,0.84,0.4,-27003,-14113,27519,-13609
삼환기업(주),000360,2011/12,629373.12,-64261.29,-8.26,0,0,0,0.36,0.09,0,0,0.22,0.05,-96019,225359,-92165,37509
삼환기업(주),000360,2012/12,-21150.49,-110402.82,-17.35,0,0,0,0,0,1.33,0.36,0.13,0.03,49614,234056,-296770,-13102
