,회사명,거래소코드,회계년도,총자본증가율,총자본순이익률,자기자본순이익률,매출원가대매출액비율,금융비용대총비용비율,자기자본구성비율,순운전자본비율,CASHFLOW대총자본비율,순운전자본회전률,시가총액
5952,(주)루멘스,038060,2013/12,9.905902312001894,10.16,18.25,78.85,0.16,62.02,28.76,17.67,1.89,454636026800
5953,(주)루멘스,038060,2014/12,5.438837385313554,3.42,5.4,82.82,-0.1,65.06,34.55,17.05,1.56,333301327200
5954,(주)루멘스,038060,2015/12,-3.5368351765580406,-2.29,-2.71,85.45,-0.04,64.5,31.52,6.46,1.3,202581019440
5955,(주)루멘스,038060,2016/12,2.911798962340733,-1.81,-2.43,83.19,0.07,61.12,25.11,7.5,1.3,181306466640
5956,(주)루트로닉,085370,2014/12,10.523568838589163,1.13,4.48,52.67,1.34,40.42,-0.13,7.3,1.11,226353141750
5957,(주)루트로닉,085370,2015/12,60.92084006462035,5.01,10.62,48.36,0.94,57.81,14.72,4.87,0.91,475388333200
5958,(주)루트로닉,085370,2016/12,48.04815704323786,3.3,5.26,44.47,0.53,70.64,39.27,3.48,0.68,380167130900
5959,(주)리노스,039980,2011/12,3.9903439081950673,9.91,15.41,49.45,0.0,67.9,46.27,14.08,1.15,59393652450
5960,(주)리노스,039980,2012/12,32.225763980320146,9.53,15.06,65.5,0.0,59.74,40.56,14.28,1.35,75411940535
5961,(주)리노스,039980,2013/12,-16.151770039043054,4.01,6.21,55.26,-0.34,70.34,45.07,-8.75,1.03,66592883050
5962,(주)리노스,039980,2014/12,34.24950779711866,6.79,9.88,56.03,-0.07,66.22,35.35,-3.66,1.21,98809439985
5963,(주)리노스,039980,2015/12,14.965606341003529,17.27,25.2,51.27,-0.02,68.2,46.16,1.33,1.06,121846977905
5964,(주)리노스,039980,2016/12,6.389268539610225,2.69,4.2,57.29,-0.14,65.71,44.36,0.13,0.86,136065458340
5965,(주)리노스,039980,2017/12,-8.165692861085207,4.94,6.89,58.93,-0.1,75.64,63.43,-3.05,0.91,81531286545
5966,(주)리노스,039980,2018/12,-2.322159473602404,2.28,3.2,54.88,-0.3,79.61,68.47,-2.51,0.69,76642637820
5967,(주)리더스코스메틱,016100,2011/12,88.3235485975212,27.91,36.61,86.29,-0.19,70.6,6.37,0.86,2.06,142619160150
5968,(주)리더스코스메틱,016100,2012/12,1.242639418081053,-4.19,-6.29,80.74,0.9,62.62,12.01,1.64,1.87,78575084460
5969,(주)리더스코스메틱,016100,2013/12,7.154770559808407,-2.9,-7.97,75.65,0.76,61.49,11.53,7.21,1.4,60545869875
5970,(주)리더스코스메틱,016100,2014/12,29.07088122605364,17.6,26.43,62.81,0.32,65.96,20.27,29.33,1.71,427857480450
5971,(주)리더스코스메틱,016100,2015/12,86.42032570603999,6.41,21.26,56.7,0.35,60.0,32.6,6.28,1.57,536391558300
5972,(주)리더스코스메틱,016100,2016/12,5.395737152019462,4.16,5.39,62.84,0.6,63.04,26.61,5.57,1.18,394669374000
5973,(주)리드,197210,2015/12,-7.127975682229584,5.41,25.91,87.13,0.64,36.03,45.67,-6.33,0.98,20332567200
5974,(주)리드,197210,2016/12,89.79479258605471,0.92,3.08,85.88,0.55,26.69,24.95,4.08,0.58,55808319000
5975,(주)리드코프,012700,2011/12,39.84466713831466,6.58,18.82,60.46,0.0,34.94,37.85,-13.42,0.42,117696612000
5976,(주)리드코프,012700,2012/12,29.54419106283148,5.59,17.6,57.52,0.0,31.76,36.46,-6.52,0.39,115556673600
5977,(주)리드코프,012700,2013/12,9.699963308106764,7.14,21.3,54.31,0.0,35.09,38.52,-3.73,0.4,197944302000
5978,(주)리드코프,012700,2014/12,25.11809314052448,6.77,19.72,57.54,0.0,33.75,36.66,-7.12,0.41,414613065000
5979,(주)리드코프,012700,2015/12,21.84878022089688,5.76,17.34,51.38,0.0,32.72,36.08,-11.34,0.35,280866915000
5980,(주)리드코프,012700,2016/12,21.385022786057394,3.82,12.22,53.33,0.0,30.09,34.52,-11.17,0.33,176277425700
5981,(주)리드코프,012700,2017/12,17.83112638779669,3.51,12.03,51.19,0.0,28.46,30.95,-11.15,0.28,160227887700
5982,(주)리드코프,012700,2018/12,2.31923968765838,2.84,9.83,53.0,0.0,29.23,29.9,-5.45,0.26,141235934400
5983,(주)리드코프,012700,2019/12,-9.111040976276891,3.73,11.57,76.75,0.55,35.52,-0.33,7.59,0.53,187767558500
5984,(주)리드코프,012700,2020/12,5.785765683386481,4.3,11.78,67.79,0.58,37.76,0.13,9.58,3.5,184858483650
5985,(주)리드코프,012700,2021/12,23.004202542679653,3.27,9.57,73.83,0.69,32.21,-3.05,-1.78,4.24,232990449350
5986,(주)리메드,302550,2021/12,5.079900906541802,1.0,2.96,48.45,0.34,33.81,56.56,-0.58,0.38,162688204800
5987,(주)리파인,377450,2021/12,197.75412754936872,17.17,19.76,0.0,-0.97,91.64,86.57,10.58,0.6,248685500000
5988,(주)링네트,042500,2011/12,3.550162056229743,3.99,10.89,85.3,-0.53,36.88,31.61,4.19,0.86,21251638800
5989,(주)링네트,042500,2012/12,12.463604600378511,7.08,16.87,86.03,-0.59,46.51,41.94,4.88,0.9,29168236370
5990,(주)링네트,042500,2013/12,10.74901700619731,8.66,17.85,86.02,-0.59,50.28,45.0,3.62,1.02,44940201285
5991,(주)링네트,042500,2014/12,11.356729589153176,7.05,12.71,86.96,-0.57,56.61,50.25,0.96,1.13,90438643600
5992,(주)링네트,042500,2015/12,4.556726189695212,5.06,8.44,86.81,-0.51,58.78,51.4,11.2,0.95,79060878760
5993,(주)링네트,042500,2016/12,9.559543230016311,3.92,6.96,89.36,-0.39,58.11,47.45,6.37,1.17,63435706620
5994,(주)링네트,042500,2017/12,-2.356026939112109,5.45,8.91,90.06,-0.45,64.42,50.89,-0.82,1.36,56386714450
5995,(주)링네트,042500,2018/12,8.689634139188982,3.92,6.51,89.94,-0.49,56.48,45.22,9.89,1.21,50934753980
5996,(주)링네트,042500,2019/12,1.93073527665958,7.51,12.73,85.98,-0.53,61.45,45.73,4.48,1.11,63606550040
5997,(주)링네트,042500,2020/12,30.462264950025407,6.96,11.95,87.62,-0.5,55.78,46.31,6.57,1.07,110778871840
5998,(주)링네트,042500,2021/12,6.109447406649949,6.63,11.63,88.8,-0.26,57.04,39.47,-18.28,1.31,102737513820
5999,(주)링크제니시스,219420,2018/12,136.0954872465664,8.55,10.27,63.92,-4.17,86.92,74.99,7.45,0.47,71900000000
6000,(주)링크제니시스,219420,2019/12,4.241114712318901,1.55,2.26,69.66,-3.84,91.31,82.03,4.31,0.31,77300000000
6001,(주)링크제니시스,219420,2020/12,11.498804145628489,1.29,2.15,64.04,-2.26,79.9,70.85,5.48,0.31,76700000000
6002,(주)링크제니시스,219420,2021/12,13.926162499702077,9.0,10.43,59.82,-1.11,84.9,71.73,6.2,0.34,99096540480
6003,(주)마니커에프앤지,195500,2019/12,10.686849574266793,5.29,9.78,85.73,0.51,62.71,24.05,8.37,2.13,85099600000
6004,(주)마니커에프앤지,195500,2020/12,47.9999316215939,4.55,8.48,85.11,0.47,47.55,26.06,6.93,1.53,89374400000
6005,(주)마니커에프앤지,195500,2021/12,21.79447197292584,-0.19,-0.34,87.82,0.21,61.16,39.44,5.5,1.04,80416800000
6006,(주)마이크로컨텍솔루션,098120,2011/12,24.11975145923555,20.81,24.63,65.7,-1.18,85.24,33.15,13.12,1.94,26268340560
6007,(주)마이크로컨텍솔루션,098120,2012/12,18.867566747572813,17.09,19.66,67.18,-1.59,86.88,35.79,19.58,1.51,27265872480
6008,(주)마이크로컨텍솔루션,098120,2013/12,21.46890852822002,15.64,18.36,69.75,-1.59,84.35,36.83,15.76,1.51,43226383200
6009,(주)마이크로컨텍솔루션,098120,2014/12,27.794704769909647,19.14,23.5,66.99,-0.89,81.65,36.59,13.73,1.66,101000106900
6010,(주)마이크로컨텍솔루션,098120,2015/12,-1.1530398322851152,6.86,8.66,77.57,-0.93,87.56,43.09,11.28,1.14,56693064120
6011,(주)마이크로컨텍솔루션,098120,2021/12,20.72854034578761,16.05,19.77,77.92,-0.29,81.11,44.15,10.97,1.72,117210000600
6012,(주)마이크로프랜드,147760,2016/12,56.64464543933766,10.28,14.31,76.66,-0.15,76.34,62.53,7.7,1.06,97474912560
6013,(주)마이크로프랜드,147760,2017/12,1.5638858218545806,9.89,12.21,75.62,-0.51,85.61,55.66,7.59,1.05,99975561840
6014,(주)마크로젠,038290,2011/12,24.690185241158943,6.03,7.88,53.2,-1.3,74.64,39.42,14.36,0.91,200855881000
6015,(주)마크로젠,038290,2012/12,42.18928559060844,4.9,7.37,57.78,0.35,62.97,45.51,13.49,0.82,165701834100
6016,(주)마크로젠,038290,2013/12,6.809547004383829,7.6,11.56,55.76,1.18,68.46,40.72,11.51,0.65,152937919000
6017,(주)마크로젠,038290,2014/12,32.45508026267785,2.98,4.72,60.03,-0.45,57.78,47.32,6.78,0.62,228110841900
6018,(주)마크로젠,038290,2015/12,15.606951342325203,8.05,14.23,67.06,-0.11,57.67,43.97,5.11,0.81,309353241300
6019,(주)마크로젠,038290,2016/12,18.771359010058745,3.01,5.42,67.23,0.94,52.57,20.29,9.68,0.68,295147281800
6020,(주)마크로젠,038290,2017/12,12.025852071488124,5.48,10.78,66.93,1.29,53.26,30.41,10.29,0.57,342361526100
6021,(주)마크로젠,038290,2018/12,0.9563139664366812,1.46,3.34,67.27,0.4,65.94,41.21,7.95,0.57,310739802200
6022,(주)마크로젠,038290,2019/12,25.006097020219936,-6.59,-3.01,68.19,0.88,47.81,9.21,6.67,0.64,263015259200
6023,(주)마크로젠,038290,2020/12,27.60551764502441,34.24,56.72,62.53,-0.11,68.98,13.31,6.09,0.65,288117823400
6024,(주)마크로젠,038290,2021/12,4.651308245595747,0.79,0.56,59.62,0.07,67.12,7.86,6.93,0.78,319821300000
6025,(주)맘스터치앤컴퍼니,220630,2017/12,39.94817822416925,12.53,22.49,71.75,0.2,54.34,33.02,6.19,3.39,205636151340
6026,(주)맘스터치앤컴퍼니,220630,2018/12,21.56000076348991,14.48,26.3,70.21,0.36,56.92,9.87,4.99,3.06,198124328460
6027,(주)맘스터치앤컴퍼니,220630,2019/12,9.86551309932246,9.67,18.15,71.38,-0.1,57.89,20.46,15.72,2.34,263710981600
6028,(주)맘스터치앤컴퍼니,220630,2020/12,-16.552926632318368,18.22,29.6,69.75,-0.29,66.91,22.78,23.04,2.46,384870267180
6029,(주)맘스터치앤컴퍼니,220630,2021/12,5.277670734318133,19.44,29.18,66.86,-0.24,66.25,23.11,22.68,3.12,539632914300
6030,(주)매커스,093520,2011/12,2.14565298134339,6.8,10.28,76.43,-0.09,66.14,46.97,6.8,1.26,15022237860
6031,(주)매커스,093520,2012/12,43.58637279033341,8.19,15.05,78.24,-0.31,54.43,41.74,3.54,0.75,23777633460
6032,(주)매커스,093520,2013/12,17.8864322586929,8.06,14.75,80.26,-0.6,54.78,42.2,16.69,0.88,38316093500
6033,(주)매커스,093520,2014/12,2.620751193879406,8.32,14.35,76.9,-0.84,61.13,51.89,0.66,0.79,39364744480
6034,(주)매커스,093520,2015/12,27.233789027905253,6.76,12.14,80.19,-0.04,51.34,43.42,-1.84,0.77,60015102240
6035,(주)매커스,093520,2016/12,1.6376430090108332,1.97,4.08,81.85,0.12,51.13,42.0,6.19,0.62,52772495380
6036,(주)매커스,093520,2017/12,5.690449508155896,10.98,20.63,77.32,0.11,55.32,44.92,3.41,0.8,66834385420
6037,(주)매커스,093520,2018/12,2.635485391140433,10.82,18.7,74.35,0.15,59.46,48.79,9.97,0.81,66430308120
6038,(주)매커스,093520,2019/12,16.077229473007566,5.1,9.11,76.76,0.01,51.83,43.19,4.39,0.46,60773225920
6039,(주)매커스,093520,2020/12,-5.571432809548767,8.23,14.57,79.17,0.04,58.89,47.54,0.63,0.66,80977090920
6040,(주)매커스,093520,2021/12,51.81958131303082,20.8,36.66,72.28,0.02,54.79,49.23,4.62,0.87,129789628760
6041,(주)맥스로텍,141070,2012/12,18.625299790784304,4.9,13.93,81.19,3.72,39.28,9.02,1.15,0.8,35199964800
6042,(주)머큐리,100590,2018/12,11.111909466499013,15.4,25.53,82.55,0.2,73.2,54.1,10.0,1.55,152803260000
6043,(주)머큐리,100590,2019/12,13.259829280910502,2.36,3.36,85.1,-0.22,67.54,66.55,7.32,1.35,128590956000
6044,(주)머큐리,100590,2020/12,19.99200662308373,7.1,10.86,84.65,0.41,63.58,38.0,0.64,1.1,135529848000
6045,(주)머큐리,100590,2021/12,18.71986423042761,4.1,6.78,82.44,0.69,57.92,34.29,-2.02,0.82,125933508000
6046,(주)멀티캠퍼스,067280,2011/12,6.836533698869984,5.77,6.27,67.21,-4.04,91.44,74.46,3.09,0.81,274384500000
6047,(주)멀티캠퍼스,067280,2012/12,8.7753913831026,8.94,10.17,68.78,-3.22,89.48,71.67,5.29,0.92,232734340000
6048,(주)멀티캠퍼스,067280,2013/12,30.70564096464361,5.42,6.29,66.79,-2.05,83.14,53.04,5.26,1.1,267890410800
6049,(주)멀티캠퍼스,067280,2014/12,6.601448451067379,7.63,9.28,63.82,-2.01,84.14,65.14,7.56,1.06,303451084800
6050,(주)멀티캠퍼스,067280,2015/12,-35.34751369424486,9.07,11.56,62.76,-1.42,71.62,20.36,10.68,1.36,308192508000
6051,(주)멀티캠퍼스,067280,2016/12,19.250236570498007,12.95,18.39,63.49,-0.14,72.0,26.46,11.15,2.48,189360589050
6052,(주)멀티캠퍼스,067280,2017/12,7.895586701975511,11.04,15.29,70.6,-0.31,73.6,37.62,18.56,2.21,195287368050
6053,(주)멀티캠퍼스,067280,2018/12,22.87529717618485,13.47,19.36,71.06,-0.4,67.77,37.28,13.05,2.12,261370953900
6054,(주)멀티캠퍼스,067280,2019/12,42.0202807569441,10.87,18.19,73.39,0.06,55.0,15.57,8.8,2.07,205362892350
6055,(주)멀티캠퍼스,067280,2020/12,-5.284256023993061,5.01,8.76,75.18,0.1,62.19,24.06,13.47,1.73,203288519700
6056,(주)멀티캠퍼스,067280,2021/12,32.961671392205965,8.0,14.86,73.66,0.06,54.47,24.42,17.95,1.48,273817189800
6057,(주)메디아나,041920,2015/12,20.0361937174189,17.39,22.78,62.22,-0.34,78.54,49.44,9.45,1.3,136111703000
6058,(주)메디아나,041920,2016/12,22.15521702931977,16.11,20.49,63.91,-0.13,78.75,45.8,14.62,1.32,141868134400
6059,(주)메디아나,041920,2017/12,2.9694033562363,7.27,8.94,66.13,-0.05,83.8,45.38,9.36,1.27,84688355840
6060,(주)메디아나,041920,2018/12,1.585001520599653,5.75,6.73,68.68,0.01,87.07,44.91,5.26,1.2,52854530560
6061,(주)메디아나,041920,2019/12,14.045962842299902,11.1,12.68,64.03,-0.13,87.92,48.0,12.27,1.16,70761057280
6062,(주)메디아나,041920,2020/12,18.53121477432405,15.89,17.95,60.61,-0.15,88.99,57.2,14.06,1.31,141435609600
6063,(주)메디아나,041920,2021/12,17.466975847424507,10.51,11.93,65.92,-0.14,87.32,67.03,11.94,0.82,106240000000
6064,(주)메디톡스,086900,2011/12,13.534286573060244,14.82,18.93,12.54,-4.34,77.68,35.41,15.29,0.65,139716414500
6065,(주)메디톡스,086900,2012/12,33.37997806436973,25.02,32.07,9.36,-5.58,78.25,39.21,14.23,0.83,483633742500
6066,(주)메디톡스,086900,2013/12,12.58967306547197,18.01,23.57,12.4,-1.62,76.42,21.38,20.9,0.86,960479643000
6067,(주)메디톡스,086900,2014/12,112.19306419523004,35.19,61.33,9.04,-6.46,48.42,40.5,36.19,0.82,1810091200000
6068,(주)메디톡스,086900,2015/12,20.79448819364908,22.73,43.36,16.01,-0.73,55.75,27.48,31.38,0.61,2900671148000
6069,(주)메디톡스,086900,2016/12,59.18782424147147,22.45,45.36,18.07,1.19,45.58,-2.46,11.8,0.9,2017120381000
6070,(주)메디톡스,086900,2017/12,20.0904237261982,20.52,42.17,19.09,1.74,52.61,-8.8,14.62,0.94,2742853821500
6071,(주)메디톡스,086900,2018/12,1.512608929172588,17.79,30.93,26.4,1.29,65.12,1.42,14.53,0.88,3268345923000
6072,(주)메디톡스,086900,2019/12,6.712403326455957,6.26,10.24,33.77,0.92,62.32,-3.87,10.53,0.85,1749760581000
6073,(주)메지온,140410,2012/12,113.10240010132352,4.82,5.21,0.0,-31.57,94.11,84.14,1.2,0.21,161186025000
6074,(주)메카로,241770,2017/12,200.82122688278656,34.61,44.76,47.17,0.15,85.97,70.71,13.29,1.29,421576893000
6075,(주)메카로,241770,2018/12,10.272780034822985,18.71,20.82,47.27,-2.09,90.3,64.41,16.05,0.82,140875074000
6076,(주)메카로,241770,2019/12,4.061728395061729,5.0,5.89,58.22,-1.89,89.84,40.92,12.36,0.68,155557556000
6077,(주)메카로,241770,2020/12,-2.9316082946719035,-2.2,-1.18,65.59,-0.57,88.85,35.34,8.84,0.87,141936472000
6078,(주)메카로,241770,2021/12,4.910071016879374,4.85,5.58,64.58,-0.35,90.91,32.57,7.64,1.08,142696960000
6079,(주)메타바이오메드,059210,2011/12,1.4496027711886743,2.06,3.41,51.93,2.16,72.46,11.32,6.18,0.88,69598448920
6080,(주)메타바이오메드,059210,2012/12,91.9351247030879,2.82,5.99,64.46,3.74,39.53,-18.99,3.84,0.91,39843829480
6081,(주)메타바이오메드,059210,2013/12,12.915014985980855,1.99,5.21,70.16,5.09,38.14,-15.67,3.23,0.82,52754598260
6082,(주)메타바이오메드,059210,2017/12,-0.3431131690498596,-3.31,-8.41,68.31,2.35,39.51,-9.96,2.0,0.64,76560480500
6083,(주)메타바이오메드,059210,2021/12,-4.383622607921674,9.16,17.91,57.46,1.98,58.28,9.74,7.76,0.63,68962194390
6084,(주)멜파스,096640,2011/12,18.871283705923023,7.85,10.89,85.67,-0.09,68.14,10.19,10.03,1.8,435425875400
6085,(주)멜파스,096640,2012/12,63.64262067828979,5.11,9.24,86.56,0.45,47.42,8.7,0.72,1.43,482787074550
6086,(주)멜파스,096640,2013/12,-4.285638121416047,-4.87,-10.5,95.66,0.42,45.24,7.56,2.45,2.21,173659278660
6087,(주)멜파스,096640,2021/12,-5.482513201193847,-21.04,-38.42,75.44,9.7,59.24,-13.26,-8.32,0.56,68872416525
6088,(주)모다,149940,2012/12,17.269736842105264,4.93,6.62,73.81,-0.23,85.89,61.7,15.53,1.91,33865200000
6089,(주)모다,149940,2013/12,0.2021285372494018,2.95,3.37,67.38,-0.41,89.02,62.72,9.37,1.86,58896000000
6090,(주)모다이노칩,080420,2011/12,31.069510391531097,19.83,27.08,59.82,-0.48,70.25,40.89,14.49,1.01,130442751250
6091,(주)모다이노칩,080420,2012/12,4.488721283566431,13.86,18.66,55.69,-0.06,78.1,45.58,23.46,0.91,200509143350
6092,(주)모다이노칩,080420,2013/12,8.656196123751965,16.87,20.17,63.03,-1.21,88.76,45.26,22.49,1.24,184856013200
6093,(주)모다이노칩,080420,2014/12,12.557539405774865,15.08,17.5,62.11,-0.82,83.9,37.21,20.5,1.33,223616145000
6094,(주)모다이노칩,080420,2015/12,-3.545094029804505,8.84,10.09,70.82,-0.95,91.48,48.87,23.15,1.1,155040527200
6095,(주)모다이노칩,080420,2016/12,372.0824533650256,6.09,12.11,41.0,1.09,42.63,-2.29,8.1,0.69,336425244840
6096,(주)모다이노칩,080420,2017/12,11.435662174322022,6.26,14.03,36.1,1.63,44.43,-3.04,9.2,0.66,428503718250
6097,(주)모다이노칩,080420,2018/12,-1.6622959527901844,3.95,7.8,36.6,2.22,54.58,4.33,3.98,0.7,326460042090
6098,(주)모다이노칩,080420,2019/12,39.31434212732138,0.8,1.5,42.23,3.66,39.98,-3.2,1.57,0.81,247934244420
6099,(주)모다이노칩,080420,2020/12,-0.7349287243928148,1.33,3.07,46.27,2.68,41.98,-5.15,2.25,0.98,297361650060
6100,(주)모다이노칩,080420,2021/12,6.934962835585348,1.22,3.25,46.7,2.63,39.59,-7.7,3.64,0.79,277032636450
6101,(주)모두투어네트워크,080160,2011/12,5.332774114375811,10.44,20.01,0.0,-2.06,54.19,43.84,19.0,0.73,202440000000
6102,(주)모두투어네트워크,080160,2012/12,9.705272937758542,12.41,22.7,0.85,-1.65,56.6,40.72,12.57,0.82,379260000000
6103,(주)모두투어네트워크,080160,2013/12,2.3860894346648385,10.14,18.68,1.04,-1.28,58.94,39.6,12.35,0.85,289170000000
6104,(주)모두투어네트워크,080160,2014/12,47.26283242192885,7.45,16.31,2.35,-0.49,48.62,21.47,9.99,0.84,304920000000
6105,(주)모두투어네트워크,080160,2015/12,-18.64802696100284,5.57,11.93,4.01,-0.3,53.59,20.21,7.23,1.0,424620000000
6106,(주)모두투어네트워크,080160,2016/12,15.280121868355872,8.08,16.76,4.71,-0.52,47.9,21.94,6.82,1.06,364770000000
6107,(주)모두투어네트워크,080160,2017/12,60.77803181906767,8.82,20.56,3.75,-0.37,47.65,19.23,10.33,0.96,576450000000
6108,(주)모두투어네트워크,080160,2018/12,-1.0805936613055818,3.62,9.47,23.83,-0.27,47.62,15.58,10.84,1.04,455490000000
6109,(주)모두투어네트워크,080160,2019/12,25.715438528326136,1.1,2.57,17.88,0.41,36.26,15.29,7.19,0.86,343980000000
6110,(주)모베이스,101330,2011/12,13.038648295138952,3.23,5.9,85.83,0.47,53.26,5.96,8.62,1.29,29655000000
6111,(주)모베이스,101330,2012/12,4.423186659903626,14.32,24.46,83.42,0.35,63.61,14.15,16.95,1.86,124650000000
6112,(주)모베이스,101330,2013/12,27.283559886761232,16.26,25.52,82.26,0.3,63.78,3.56,19.23,2.41,101700000000
6113,(주)모베이스,101330,2014/12,7.839360782326109,19.84,27.78,84.9,0.09,78.49,26.05,21.14,3.1,116100000000
6114,(주)모베이스,101330,2015/12,10.581580518877312,15.49,18.69,86.08,-0.17,86.57,36.4,15.5,2.04,104587200000
6115,(주)모베이스,101330,2016/12,23.86031231717745,14.09,16.71,78.73,-0.07,83.63,30.74,12.12,2.04,136857600000
6116,(주)모베이스,101330,2017/12,1.1057418643800945,6.18,7.73,83.73,-0.01,82.64,28.63,12.75,2.07,130750662240
6117,(주)모베이스,101330,2018/12,19.50041126630092,7.64,9.79,86.05,0.04,75.19,25.81,9.01,2.18,82775539540
6118,(주)모베이스,101330,2019/12,231.2816588925569,7.21,18.68,87.74,0.69,34.66,-8.28,5.52,1.11,101582717120
6119,(주)모베이스,101330,2020/12,-2.5763686958696805,-2.3,-4.88,92.13,0.98,34.83,-6.51,8.22,1.17,92598396620
6120,(주)모베이스,101330,2021/12,4.730057799279243,0.77,2.21,91.78,0.93,35.76,-2.23,6.96,1.18,99546271140
6121,(주)모베이스전자,012860,2011/12,24.430019673118533,3.78,8.41,87.45,0.75,32.38,6.26,1.52,1.4,68445000000
6122,(주)모베이스전자,012860,2012/12,11.064255179217362,1.02,-2.49,90.14,1.25,28.09,-2.38,-0.42,1.32,48600000000
6123,(주)모베이스전자,012860,2013/12,6.821212602118039,4.87,11.92,87.22,1.0,29.76,-5.02,7.66,1.42,150660000000
6124,(주)모베이스전자,012860,2014/12,9.997982176632718,6.87,18.66,86.56,0.86,32.67,-3.18,11.2,1.4,112320000000
6125,(주)모베이스전자,012860,2015/12,17.54570927490072,3.95,10.61,88.55,0.69,30.43,-7.17,7.5,1.28,95040000000
6126,(주)모베이스전자,012860,2016/12,10.774657911299602,2.83,9.74,90.54,0.9,29.16,1.2,4.19,1.18,82485000000
6127,(주)모비릭스,348030,2021/12,97.52644106893082,12.35,13.51,0.0,-0.72,91.44,67.19,11.66,0.9,223296000000
6128,(주)모헨즈,006920,2011/12,29.85922394974829,2.0,6.38,91.49,1.26,26.76,-14.47,3.79,1.07,27736800000
6129,(주)모헨즈,006920,2012/12,-5.250518876824645,3.64,12.54,90.14,0.9,31.25,-14.07,8.6,1.1,29484000000
6130,(주)모헨즈,006920,2013/12,9.984068938049893,4.91,16.51,89.59,0.74,32.93,-10.3,8.76,1.29,37291800000
6131,(주)모헨즈,006920,2014/12,18.193340246572184,5.88,18.89,90.42,0.45,32.87,-5.59,7.97,1.36,42915600000
6132,(주)모헨즈,006920,2015/12,5.719577751162856,4.89,14.3,91.08,0.23,35.15,1.61,9.41,1.28,61807200000
6133,(주)모헨즈,006920,2016/12,4.985970782342945,2.36,6.86,91.36,0.15,35.92,1.19,7.39,1.31,50505000000
6134,(주)모헨즈,006920,2017/12,4.47940977188888,3.0,8.64,92.84,0.09,37.45,5.05,4.94,1.33,66721200000
6135,(주)모헨즈,006920,2018/12,-19.075755392227503,2.04,5.2,93.31,-0.12,42.5,10.97,10.16,1.36,60278400000
6136,(주)모헨즈,006920,2019/12,-13.713938026831295,1.02,2.44,92.94,-0.21,50.23,14.31,2.78,1.51,56238000000
6137,(주)모헨즈,006920,2020/12,-7.596787231481003,0.32,0.24,92.49,-0.18,55.61,23.8,-4.87,1.68,52252200000
6138,(주)모헨즈,006920,2021/12,-6.140416185831813,0.18,-0.22,92.34,-0.22,59.47,28.58,2.38,1.97,58312800000
6139,(주)미래생명자원,218150,2019/12,13.008654833504474,2.84,3.55,87.36,0.26,77.0,46.87,4.01,1.58,53960426920
6140,(주)미래생명자원,218150,2020/12,1.4148861600768452,2.46,3.17,85.7,0.21,78.56,43.75,5.65,1.38,56200998280
6141,(주)미래생명자원,218150,2021/12,41.79295515052222,2.28,3.61,87.28,1.0,59.68,61.55,3.46,1.62,74218926300
6142,(주)미래컴퍼니,049950,2011/12,3.305068511105957,13.51,25.91,72.57,0.78,58.14,19.02,-9.43,1.06,71705350080
6143,(주)미래컴퍼니,049950,2012/12,8.792785406845665,11.98,19.64,62.44,1.38,63.64,29.74,-1.88,0.98,109932881800
6144,(주)미래컴퍼니,049950,2017/12,65.39160832136291,21.32,33.11,65.03,0.03,60.03,34.87,11.5,1.35,685644106000
6145,(주)미래컴퍼니,049950,2018/12,-13.84035129275003,12.89,19.53,74.75,-0.13,72.86,47.19,16.09,1.31,389294730000
6146,(주)미래컴퍼니,049950,2019/12,-5.704880129140497,8.68,11.06,71.79,-0.81,84.41,47.78,8.26,0.81,289120236000
6147,(주)미래테크놀로지,213090,2015/12,164.41086547507055,9.64,10.1,64.35,-1.47,95.5,87.4,9.09,0.51,76725000000
6148,(주)미래테크놀로지,213090,2016/12,5.859331569233506,8.76,9.12,66.78,-3.17,96.55,88.31,8.65,0.5,50380000000
6149,(주)미래테크놀로지,213090,2017/12,110.7633491576692,4.88,8.58,65.16,-2.45,74.54,26.08,3.44,0.33,56650000000
6150,(주)미래테크놀로지,213090,2018/12,-6.988518577579334,-0.72,-0.24,43.51,-0.54,78.03,30.74,5.52,0.5,51292203440
6151,(주)미래테크놀로지,213090,2019/12,16.549869272641548,3.64,5.74,51.04,-0.36,68.59,31.51,7.29,0.46,50190461600
6152,(주)미래테크놀로지,213090,2020/12,16.50378324706488,-0.79,4.39,37.14,-0.43,72.28,41.99,5.09,0.29,50374085240
6153,(주)미코,059090,2012/12,0.4275519100978461,2.67,7.38,60.8,3.86,32.22,-9.08,5.63,1.13,59420808090
6154,(주)미코,059090,2016/12,4.52744198275916,3.44,2.38,55.09,2.61,47.23,9.58,8.82,1.15,86071622730
6155,(주)미코,059090,2017/12,21.029652210889445,10.33,14.74,54.4,0.89,57.82,16.66,11.56,1.33,125579578030
6156,(주)미코,059090,2018/12,64.31646559317504,12.1,18.67,53.5,1.88,44.69,26.86,10.63,1.21,146561702040
6157,(주)미코,059090,2019/12,21.961488191679667,5.96,8.96,53.7,2.47,41.68,14.97,9.81,0.94,180696799310
6158,(주)미코,059090,2020/12,28.15585044125854,5.76,11.34,54.53,2.11,45.19,20.08,9.46,0.86,472880705300
6159,(주)미코,059090,2021/12,39.02385920697953,3.52,-7.09,53.11,1.57,52.59,13.84,9.23,0.86,482872442100
